Municipality.code,year,type.of.building,variable,value
0182,2001,all,price,283301.611690245
0182,2002,all,price,297759.288056383
0182,2003,all,price,304471.780717812
0182,2004,all,price,325814.064933229
0182,2005,all,price,349393.846674517
0182,2006,all,price,393799.567151491
0182,2007,all,price,450081.236009214
0182,2008,all,price,461785.069285933
0182,2009,all,price,462129.299745453
0182,2010,all,price,509805.208875397
0182,2011,all,price,517034.047016556
0182,2012,all,price,513247.512716216
0182,2013,all,price,530286.917067744
0182,2014,all,price,590527.235497477
0182,2015,all,price,672281.953330477
0182,2016,all,price,731661.695737139
0182,2017,all,price,774174.148980124
0182,2018,all,price,734587.654098229
0182,2019,all,price,729079.96783557
0182,2020,all,price,781575.102392953
0182,2021,all,price,925807.636349195
0182,2022,all,price,963845.094708081
0182,2023,all,price,856961.557856404
0182,2024,all,price,854379.830038654
0183,1986,all,price,88755.3633686955
0183,1987,all,price,107162.533173263
0183,1988,all,price,137051.402989208
0183,1989,all,price,163477.537864181
0183,1990,all,price,180791.212480286
0183,1991,all,price,184618.445817412
0183,1992,all,price,156916.566467146
0183,1993,all,price,134135.415642466
0183,1994,all,price,147257.358525292
0183,1995,all,price,149808.847387124
0183,1996,all,price,150537.844268187
0183,1997,all,price,169309.512468908
0183,1998,all,price,195188.89974965
0183,1999,all,price,223802.025090302
0183,2000,all,price,271915.815512737
0183,2001,all,price,299982.193259158
0183,2002,all,price,315291.126518906
0183,2003,all,price,322398.845598928
0183,2004,all,price,344997.747136775
0183,2005,all,price,369965.888338377
0183,2006,all,price,416986.183572351
0183,2007,all,price,476581.673917409
0183,2008,all,price,488974.619919171
0183,2009,all,price,489339.118404081
0183,2010,all,price,539822.148490271
0183,2011,all,price,547476.615075768
0183,2012,all,price,543467.132540565
0183,2013,all,price,561509.803948978
0183,2014,all,price,625297.026116072
0183,2015,all,price,711865.399019089
0183,2016,all,price,774741.375107042
0183,2017,all,price,819756.928984659
0183,2018,all,price,777839.61165186
0183,2019,all,price,772007.637047133
0183,2020,all,price,827593.644856988
0183,2021,all,price,980318.479768365
0183,2022,all,price,1020595.55449598
0183,2023,all,price,907418.796987382
0183,2024,all,price,904685.059016228
0184,1986,all,price,86655.7941223661
0184,1987,all,price,104627.529648183
0184,1988,all,price,133809.35766416
0184,1989,all,price,159610.364118979
0184,1990,all,price,176514.471838108
0184,1991,all,price,180251.169334828
0184,1992,all,price,153204.597018883
0184,1993,all,price,130962.350006347
0184,1994,all,price,143773.884293193
0184,1995,all,price,146265.015928788
0184,1996,all,price,146976.767886569
0184,1997,all,price,165304.379347949
0184,1998,all,price,190571.571899424
0184,1999,all,price,218507.834054275
0184,2000,all,price,265483.459628287
0184,2001,all,price,292885.907879794
0184,2002,all,price,307832.697780017
0184,2003,all,price,314772.278870113
0184,2004,all,price,336836.587828212
0184,2005,all,price,361214.090454125
0184,2006,all,price,407122.088221449
0184,2007,all,price,465307.806198964
0184,2008,all,price,477407.58852803
0184,2009,all,price,477763.464550248
0184,2010,all,price,527052.283792074
0184,2011,all,price,534525.678698857
0184,2012,all,price,530611.043234356
0184,2013,all,price,548226.902824611
0184,2014,all,price,610505.194321064
0184,2015,all,price,695025.732743398
0184,2016,all,price,756414.334314289
0184,2017,all,price,800365.014262707
0184,2018,all,price,759439.279939884
0184,2019,all,price,753745.264710913
0184,2020,all,price,808016.347223928
0184,2021,all,price,957128.37098384
0184,2022,all,price,996452.663769943
0184,2023,all,price,885953.180405074
0184,2024,all,price,883284.110888354
0186,1986,all,price,104903.890656327
0186,1987,all,price,126660.13901339
0186,1988,all,price,161987.116584178
0186,1989,all,price,193221.334530846
0186,1990,all,price,213685.132546547
0186,1991,all,price,218208.708951122
0186,1992,all,price,185466.632167962
0186,1993,all,price,158540.582130738
0186,1994,all,price,174049.986961411
0186,1995,all,price,177065.704529493
0186,1996,all,price,177927.338195305
0186,1997,all,price,200114.403332822
0186,1998,all,price,230702.396108808
0186,1999,all,price,264521.514843104
0186,2000,all,price,321389.332380729
0186,2001,all,price,354562.225944343
0186,2002,all,price,372656.53145774
0186,2003,all,price,381057.459096209
0186,2004,all,price,407768.100638301
0186,2005,all,price,437279.051358249
0186,2006,all,price,492854.418554511
0186,2007,all,price,563292.965200957
0186,2008,all,price,577940.736365818
0186,2009,all,price,578371.553251176
0186,2010,all,price,638039.679966655
0186,2011,all,price,647086.832670902
0186,2012,all,price,642347.8478761
0186,2013,all,price,663673.279452709
0186,2014,all,price,739066.219389088
0186,2015,all,price,841385.209257787
0186,2016,all,price,915701.107138127
0186,2017,all,price,968906.981832085
0186,2018,all,price,919363.049981794
0186,2019,all,price,912469.981179818
0186,2020,all,price,978169.543031462
0186,2021,all,price,1158681.7822242
0186,2022,all,price,1206287.03877226
0186,2023,all,price,1072518.42193724
0186,2024,all,price,1069287.29608384
0187,1986,all,price,69419.3213838253
0187,1987,all,price,83816.346959866
0187,1988,all,price,107193.695446777
0187,1989,all,price,127862.692566393
0187,1990,all,price,141404.449333448
0187,1991,all,price,144397.890303738
0187,1992,all,price,122731.079504218
0187,1993,all,price,104912.978483975
0187,1994,all,price,115176.204677744
0187,1995,all,price,117171.831968131
0187,1996,all,price,117742.011243541
0187,1997,all,price,132424.126422577
0187,1998,all,price,152665.489137701
0187,1999,all,price,175045.023944708
0187,2000,all,price,212676.853206162
0187,2001,all,price,234628.753608677
0187,2002,all,price,246602.517420418
0187,2003,all,price,252161.764956506
0187,2004,all,price,269837.321105832
0187,2005,all,price,289365.959744047
0187,2006,all,price,326142.520196515
0187,2007,all,price,372754.67229942
0187,2008,all,price,382447.719217779
0187,2009,all,price,382732.808890194
0187,2010,all,price,422217.720640537
0187,2011,all,price,428204.602511698
0187,2012,all,price,425068.61673991
0187,2013,all,price,439180.552712955
0187,2014,all,price,489071.235458565
0187,2015,all,price,556780.019154999
0187,2016,all,price,605957.977823701
0187,2017,all,price,641166.545320856
0187,2018,all,price,608381.239588001
0187,2019,all,price,603819.805731816
0187,2020,all,price,647295.972062933
0187,2021,all,price,766748.521132705
0187,2022,all,price,798250.92379092
0187,2023,all,price,709730.597756856
0187,2024,all,price,707592.425734391
0188,1986,all,price,32417.2604654895
0188,1987,all,price,39140.3473341487
0188,1988,all,price,50057.0428561721
0188,1989,all,price,59708.9992543395
0188,1990,all,price,66032.6948412024
0188,1991,all,price,67430.5643923238
0188,1992,all,price,57312.6514663102
0188,1993,all,price,48991.9993732142
0188,1994,all,price,53784.6949816902
0188,1995,all,price,54716.6080049654
0188,1996,all,price,54982.8688919135
0188,1997,all,price,61839.0861878381
0188,1998,all,price,71291.3469451074
0188,1999,all,price,81742.0859392846
0188,2000,all,price,99315.3031163344
0188,2001,all,price,109566.346469614
0188,2002,all,price,115157.824641682
0188,2003,all,price,117753.868103027
0188,2004,all,price,126007.954950073
0188,2005,all,price,135127.389606761
0188,2006,all,price,152301.215502015
0188,2007,all,price,174068.041300012
0188,2008,all,price,178594.47602154
0188,2009,all,price,178727.606481222
0188,2010,all,price,197166.171467915
0188,2011,all,price,199961.91053774
0188,2012,all,price,198497.475772986
0188,2013,all,price,205087.43221438
0188,2014,all,price,228385.258023181
0188,2015,all,price,260003.735892661
0188,2016,all,price,282968.735600881
0188,2017,all,price,299410.34408134
0188,2018,all,price,284100.344297472
0188,2019,all,price,281970.257363973
0188,2020,all,price,302272.648397216
0188,2021,all,price,358054.299949974
0188,2022,all,price,372765.212875982
0188,2023,all,price,331428.213200199
0188,2024,all,price,330429.734995708
0191,1986,all,price,46157.6257546443
0191,1987,all,price,55730.3571682037
0191,1988,all,price,71274.1982931928
0191,1989,all,price,85017.2285440382
0191,1990,all,price,94021.2828685991
0191,1991,all,price,96011.652772409
0191,1992,all,price,81605.1658715745
0191,1993,all,price,69757.7259635483
0191,1994,all,price,76581.8513546333
0191,1995,all,price,77908.764608454
0191,1996,all,price,78287.8827139439
0191,1997,all,price,88050.1731571695
0191,1998,all,price,101508.864863516
0191,1999,all,price,116389.249338516
0191,2000,all,price,141411.042362231
0191,2001,all,price,156007.088292732
0191,2002,all,price,163968.567861814
0191,2003,all,price,167664.969124934
0191,2004,all,price,179417.62947197
0191,2005,all,price,192402.423557993
0191,2006,all,price,216855.53949271
0191,2007,all,price,247848.442181697
0191,2008,all,price,254293.449467292
0191,2009,all,price,254483.008543116
0191,2010,all,price,280736.935305819
0191,2011,all,price,284717.675067281
0191,2012,all,price,282632.525648638
0191,2013,all,price,292015.698032532
0191,2014,all,price,325188.529701153
0191,2015,all,price,370208.801231642
0191,2016,all,price,402907.735279941
0191,2017,all,price,426318.276459179
0191,2018,all,price,404518.987124418
0191,2019,all,price,401486.042511287
0191,2020,all,price,430393.795781631
0191,2021,all,price,509819.032812045
0191,2022,all,price,530765.306605623
0191,2023,all,price,471907.225032509
0191,2024,all,price,470485.532310013
0192,1986,all,price,32940.2354789318
0192,1987,all,price,39771.7832846048
0192,1988,all,price,50864.5935956449
0192,1989,all,price,60672.2612400618
0192,1990,all,price,67097.9745402372
0192,1991,all,price,68518.3953753595
0192,1992,all,price,58237.254108255
0192,1993,all,price,49782.3681817706
0192,1994,all,price,54652.3824783244
0192,1995,all,price,55599.3296907592
0192,1996,all,price,55869.8860606979
0192,1997,all,price,62836.7120348701
0192,1998,all,price,72441.4624265382
0192,1999,all,price,83060.7991148907
0192,2000,all,price,100917.518147354
0192,2001,all,price,111333.937582958
0192,2002,all,price,117015.620890507
0192,2003,all,price,119653.545308003
0192,2004,all,price,128040.792117297
0192,2005,all,price,137307.347054777
0192,2006,all,price,154758.231581743
0192,2007,all,price,176876.213086633
0192,2008,all,price,181475.671013248
0192,2009,all,price,181610.949214688
0192,2010,all,price,200346.976375336
0192,2011,all,price,203187.818012641
0192,2012,all,price,201699.758093269
0192,2013,all,price,208396.027730443
0192,2014,all,price,232069.708271895
0192,2015,all,price,264198.274706891
0192,2016,all,price,287533.759794155
0192,2017,all,price,304240.614328494
0192,2018,all,price,288683.624292279
0192,2019,all,price,286519.17349747
0192,2020,all,price,307149.095082989
0192,2021,all,price,363830.650253503
