"nuts","year","value","level","indicator","type.of.building"
"1482","2001",2584,"laucode","bldn_sec","all"
"1482","2002",2557,"laucode","bldn_sec","all"
"1482","2003",2590,"laucode","bldn_sec","all"
"1482","2004",2558,"laucode","bldn_sec","all"
"1482","2005",2513,"laucode","bldn_sec","all"
"1482","2006",2504,"laucode","bldn_sec","all"
"1482","2007",2518,"laucode","bldn_sec","all"
"1482","2008",2495,"laucode","bldn_sec","all"
"1482","2009",2447,"laucode","bldn_sec","all"
"1482","2010",2439,"laucode","bldn_sec","all"
"1482","2011",2426,"laucode","bldn_sec","all"
"1482","2012",2386,"laucode","bldn_sec","all"
"1482","2013",2403,"laucode","bldn_sec","all"
"1482","2014",2372,"laucode","bldn_sec","all"
"1482","2015",2354,"laucode","bldn_sec","all"
"1482","2016",2378,"laucode","bldn_sec","all"
"1482","2017",2337,"laucode","bldn_sec","all"
"1482","2018",2363,"laucode","bldn_sec","all"
"1482","2019",2387,"laucode","bldn_sec","all"
"1482","2020",2381,"laucode","bldn_sec","all"
"1482","2021",2368,"laucode","bldn_sec","all"
"1482","2022",2350,"laucode","bldn_sec","all"
"1482","2023",2365,"laucode","bldn_sec","all"
"1482","2024",2400,"laucode","bldn_sec","all"
"1484","1998",3434,"laucode","bldn_sec","all"
"1484","1999",3448,"laucode","bldn_sec","all"
"1484","2000",3458,"laucode","bldn_sec","all"
"1484","2001",3502,"laucode","bldn_sec","all"
"1484","2002",3529,"laucode","bldn_sec","all"
"1484","2003",3676,"laucode","bldn_sec","all"
"1484","2004",3717,"laucode","bldn_sec","all"
"1484","2005",3739,"laucode","bldn_sec","all"
"1484","2006",3777,"laucode","bldn_sec","all"
"1484","2007",3823,"laucode","bldn_sec","all"
"1484","2008",3853,"laucode","bldn_sec","all"
"1484","2009",3903,"laucode","bldn_sec","all"
"1484","2010",3957,"laucode","bldn_sec","all"
"1484","2011",4010,"laucode","bldn_sec","all"
"1484","2012",4072,"laucode","bldn_sec","all"
"1484","2013",4103,"laucode","bldn_sec","all"
"1484","2014",4139,"laucode","bldn_sec","all"
"1484","2015",4130,"laucode","bldn_sec","all"
"1484","2016",4158,"laucode","bldn_sec","all"
"1484","2017",4165,"laucode","bldn_sec","all"
"1484","2018",4314,"laucode","bldn_sec","all"
"1484","2019",4364,"laucode","bldn_sec","all"
"1484","2020",4384,"laucode","bldn_sec","all"
"1484","2021",4457,"laucode","bldn_sec","all"
"1484","2022",4470,"laucode","bldn_sec","all"
"1484","2023",4513,"laucode","bldn_sec","all"
"1484","2024",4605,"laucode","bldn_sec","all"
"1485","1998",3581,"laucode","bldn_sec","all"
"1485","1999",3560,"laucode","bldn_sec","all"
"1485","2000",3517,"laucode","bldn_sec","all"
"1485","2001",3517,"laucode","bldn_sec","all"
"1485","2002",3514,"laucode","bldn_sec","all"
"1485","2003",3574,"laucode","bldn_sec","all"
"1485","2004",3503,"laucode","bldn_sec","all"
"1485","2005",3518,"laucode","bldn_sec","all"
"1485","2006",3526,"laucode","bldn_sec","all"
"1485","2007",3566,"laucode","bldn_sec","all"
"1485","2008",3596,"laucode","bldn_sec","all"
"1485","2009",3576,"laucode","bldn_sec","all"
"1485","2010",3563,"laucode","bldn_sec","all"
"1485","2011",3549,"laucode","bldn_sec","all"
"1485","2012",3604,"laucode","bldn_sec","all"
"1485","2013",3597,"laucode","bldn_sec","all"
"1485","2014",3610,"laucode","bldn_sec","all"
"1485","2015",3672,"laucode","bldn_sec","all"
"1485","2016",3671,"laucode","bldn_sec","all"
"1485","2017",3629,"laucode","bldn_sec","all"
"1485","2018",3659,"laucode","bldn_sec","all"
"1485","2019",3663,"laucode","bldn_sec","all"
"1485","2020",3656,"laucode","bldn_sec","all"
"1485","2021",3684,"laucode","bldn_sec","all"
"1485","2022",3672,"laucode","bldn_sec","all"
"1485","2023",3694,"laucode","bldn_sec","all"
"1485","2024",3762,"laucode","bldn_sec","all"
"1486","1998",2791,"laucode","bldn_sec","all"
"1486","1999",2890,"laucode","bldn_sec","all"
"1486","2000",2818,"laucode","bldn_sec","all"
"1486","2001",2849,"laucode","bldn_sec","all"
"1486","2002",2873,"laucode","bldn_sec","all"
"1486","2003",3136,"laucode","bldn_sec","all"
"1486","2004",3185,"laucode","bldn_sec","all"
"1486","2005",3237,"laucode","bldn_sec","all"
"1486","2006",3503,"laucode","bldn_sec","all"
"1486","2007",3349,"laucode","bldn_sec","all"
"1486","2008",3366,"laucode","bldn_sec","all"
"1486","2009",3434,"laucode","bldn_sec","all"
"1486","2010",3484,"laucode","bldn_sec","all"
"1486","2011",3539,"laucode","bldn_sec","all"
"1486","2012",3574,"laucode","bldn_sec","all"
"1486","2013",3611,"laucode","bldn_sec","all"
"1486","2014",3651,"laucode","bldn_sec","all"
"1486","2015",3708,"laucode","bldn_sec","all"
"1486","2016",3739,"laucode","bldn_sec","all"
"1486","2017",3776,"laucode","bldn_sec","all"
"1486","2018",3825,"laucode","bldn_sec","all"
"1486","2019",3872,"laucode","bldn_sec","all"
"1486","2020",3914,"laucode","bldn_sec","all"
"1486","2021",3954,"laucode","bldn_sec","all"
"1486","2022",3957,"laucode","bldn_sec","all"
"1486","2023",4009,"laucode","bldn_sec","all"
"1486","2024",4059,"laucode","bldn_sec","all"
"1487","1998",1647,"laucode","bldn_sec","all"
"1487","1999",1694,"laucode","bldn_sec","all"
"1487","2000",1643,"laucode","bldn_sec","all"
"1487","2001",1607,"laucode","bldn_sec","all"
"1487","2002",1590,"laucode","bldn_sec","all"
"1487","2003",1618,"laucode","bldn_sec","all"
"1487","2004",1602,"laucode","bldn_sec","all"
"1487","2005",1607,"laucode","bldn_sec","all"
"1487","2006",1628,"laucode","bldn_sec","all"
"1487","2007",1637,"laucode","bldn_sec","all"
"1487","2008",1620,"laucode","bldn_sec","all"
"1487","2009",1617,"laucode","bldn_sec","all"
"1487","2010",1603,"laucode","bldn_sec","all"
"1487","2011",1599,"laucode","bldn_sec","all"
"1487","2012",1627,"laucode","bldn_sec","all"
"1487","2013",1640,"laucode","bldn_sec","all"
"1487","2014",1638,"laucode","bldn_sec","all"
"1487","2015",1645,"laucode","bldn_sec","all"
"1487","2016",1660,"laucode","bldn_sec","all"
"1487","2017",1621,"laucode","bldn_sec","all"
"1487","2018",1627,"laucode","bldn_sec","all"
"1487","2019",1615,"laucode","bldn_sec","all"
"1487","2020",1584,"laucode","bldn_sec","all"
"1487","2021",1598,"laucode","bldn_sec","all"
"1487","2022",1589,"laucode","bldn_sec","all"
"1487","2023",1614,"laucode","bldn_sec","all"
"1487","2024",1620,"laucode","bldn_sec","all"
"1488","1998",731,"laucode","bldn_sec","all"
"1488","1999",714,"laucode","bldn_sec","all"
"1488","2000",741,"laucode","bldn_sec","all"
"1488","2001",726,"laucode","bldn_sec","all"
"1488","2002",728,"laucode","bldn_sec","all"
"1488","2003",709,"laucode","bldn_sec","all"
"1488","2004",677,"laucode","bldn_sec","all"
"1488","2005",694,"laucode","bldn_sec","all"
"1488","2006",695,"laucode","bldn_sec","all"
"1488","2007",670,"laucode","bldn_sec","all"
"1488","2008",685,"laucode","bldn_sec","all"
"1488","2009",655,"laucode","bldn_sec","all"
"1488","2010",669,"laucode","bldn_sec","all"
"1488","2011",644,"laucode","bldn_sec","all"
"1488","2012",640,"laucode","bldn_sec","all"
"1488","2013",637,"laucode","bldn_sec","all"
"1488","2014",648,"laucode","bldn_sec","all"
"1488","2015",644,"laucode","bldn_sec","all"
"1488","2016",649,"laucode","bldn_sec","all"
"1488","2017",639,"laucode","bldn_sec","all"
"1488","2018",656,"laucode","bldn_sec","all"
"1488","2019",618,"laucode","bldn_sec","all"
"1488","2020",619,"laucode","bldn_sec","all"
"1488","2021",612,"laucode","bldn_sec","all"
"1488","2022",607,"laucode","bldn_sec","all"
"1488","2023",637,"laucode","bldn_sec","all"
"1488","2024",649,"laucode","bldn_sec","all"
"1489","1998",1417,"laucode","bldn_sec","all"
"1489","1999",1388,"laucode","bldn_sec","all"
"1489","2000",1377,"laucode","bldn_sec","all"
"1489","2001",1338,"laucode","bldn_sec","all"
"1489","2002",1318,"laucode","bldn_sec","all"
"1489","2003",1313,"laucode","bldn_sec","all"
"1489","2004",1270,"laucode","bldn_sec","all"
"1489","2005",1236,"laucode","bldn_sec","all"
"1489","2006",1218,"laucode","bldn_sec","all"
"1489","2007",1213,"laucode","bldn_sec","all"
"1489","2008",1201,"laucode","bldn_sec","all"
"1489","2009",1178,"laucode","bldn_sec","all"
"1489","2010",1168,"laucode","bldn_sec","all"
"1489","2011",1133,"laucode","bldn_sec","all"
"1489","2012",1098,"laucode","bldn_sec","all"
"1489","2013",1109,"laucode","bldn_sec","all"
"1489","2014",1126,"laucode","bldn_sec","all"
"1489","2015",1140,"laucode","bldn_sec","all"
"1489","2016",1123,"laucode","bldn_sec","all"
"1489","2017",1120,"laucode","bldn_sec","all"
"1489","2018",1217,"laucode","bldn_sec","all"
"1489","2019",1212,"laucode","bldn_sec","all"
"1489","2020",1203,"laucode","bldn_sec","all"
"1489","2021",1151,"laucode","bldn_sec","all"
"1489","2022",1163,"laucode","bldn_sec","all"
"1489","2023",1155,"laucode","bldn_sec","all"
"1489","2024",1179,"laucode","bldn_sec","all"
"1490","1998",2157,"laucode","bldn_sec","all"
"1490","1999",2132,"laucode","bldn_sec","all"
"1490","2000",2103,"laucode","bldn_sec","all"
"1490","2001",2010,"laucode","bldn_sec","all"
"1490","2002",1959,"laucode","bldn_sec","all"
"1490","2003",1948,"laucode","bldn_sec","all"
"1490","2004",1924,"laucode","bldn_sec","all"
"1490","2005",1924,"laucode","bldn_sec","all"
"1490","2006",1947,"laucode","bldn_sec","all"
"1490","2007",1916,"laucode","bldn_sec","all"
"1490","2008",1939,"laucode","bldn_sec","all"
"1490","2009",1922,"laucode","bldn_sec","all"
"1490","2010",1888,"laucode","bldn_sec","all"
"1490","2011",1842,"laucode","bldn_sec","all"
"1490","2012",1842,"laucode","bldn_sec","all"
"1490","2013",1807,"laucode","bldn_sec","all"
"1490","2014",1796,"laucode","bldn_sec","all"
"1490","2015",1724,"laucode","bldn_sec","all"
"1490","2016",1837,"laucode","bldn_sec","all"
"1490","2017",1841,"laucode","bldn_sec","all"
"1490","2018",1908,"laucode","bldn_sec","all"
"1490","2019",1871,"laucode","bldn_sec","all"
"1490","2020",1907,"laucode","bldn_sec","all"
"1490","2021",1887,"laucode","bldn_sec","all"
"1490","2022",1888,"laucode","bldn_sec","all"
"1490","2023",1943,"laucode","bldn_sec","all"
"1490","2024",1953,"laucode","bldn_sec","all"
"1491","1998",1345,"laucode","bldn_sec","all"
"1491","1999",1344,"laucode","bldn_sec","all"
"1491","2000",1359,"laucode","bldn_sec","all"
"1491","2001",1343,"laucode","bldn_sec","all"
"1491","2002",1360,"laucode","bldn_sec","all"
"1491","2003",1489,"laucode","bldn_sec","all"
"1491","2004",1472,"laucode","bldn_sec","all"
"1491","2005",1470,"laucode","bldn_sec","all"
"1491","2006",1491,"laucode","bldn_sec","all"
"1491","2007",1473,"laucode","bldn_sec","all"
"1491","2008",1516,"laucode","bldn_sec","all"
"1491","2009",1526,"laucode","bldn_sec","all"
"1491","2010",1490,"laucode","bldn_sec","all"
"1491","2011",1481,"laucode","bldn_sec","all"
"1491","2012",1463,"laucode","bldn_sec","all"
"1491","2013",1451,"laucode","bldn_sec","all"
"1491","2014",1476,"laucode","bldn_sec","all"
"1491","2015",1439,"laucode","bldn_sec","all"
"1491","2016",1436,"laucode","bldn_sec","all"
"1491","2017",1404,"laucode","bldn_sec","all"
"1491","2018",1510,"laucode","bldn_sec","all"
"1491","2019",1486,"laucode","bldn_sec","all"
"1491","2020",1478,"laucode","bldn_sec","all"
"1491","2021",1480,"laucode","bldn_sec","all"
"1491","2022",1455,"laucode","bldn_sec","all"
"1491","2023",1478,"laucode","bldn_sec","all"
"1491","2024",1490,"laucode","bldn_sec","all"
"1492","1998",988,"laucode","bldn_sec","all"
"1492","1999",999,"laucode","bldn_sec","all"
"1492","2000",1001,"laucode","bldn_sec","all"
"1492","2001",1013,"laucode","bldn_sec","all"
"1492","2002",1030,"laucode","bldn_sec","all"
"1492","2003",1057,"laucode","bldn_sec","all"
"1492","2004",1059,"laucode","bldn_sec","all"
"1492","2005",1111,"laucode","bldn_sec","all"
"1492","2006",1108,"laucode","bldn_sec","all"
"1492","2007",1108,"laucode","bldn_sec","all"
"1492","2008",1125,"laucode","bldn_sec","all"
"1492","2009",1142,"laucode","bldn_sec","all"
"1492","2010",1163,"laucode","bldn_sec","all"
"1492","2011",1158,"laucode","bldn_sec","all"
"1492","2012",1174,"laucode","bldn_sec","all"
"1492","2013",1186,"laucode","bldn_sec","all"
"1492","2014",1146,"laucode","bldn_sec","all"
"1492","2015",1173,"laucode","bldn_sec","all"
"1492","2016",1163,"laucode","bldn_sec","all"
"1492","2017",1158,"laucode","bldn_sec","all"
"1492","2018",1212,"laucode","bldn_sec","all"
"1492","2019",1211,"laucode","bldn_sec","all"
"1492","2020",1212,"laucode","bldn_sec","all"
"1492","2021",1235,"laucode","bldn_sec","all"
"1492","2022",1236,"laucode","bldn_sec","all"
"1492","2023",1245,"laucode","bldn_sec","all"
"1492","2024",1279,"laucode","bldn_sec","all"
"1493","1998",1140,"laucode","bldn_sec","all"
"1493","1999",1145,"laucode","bldn_sec","all"
"1493","2000",1148,"laucode","bldn_sec","all"
"1493","2001",1122,"laucode","bldn_sec","all"
"1493","2002",1121,"laucode","bldn_sec","all"
"1493","2003",1160,"laucode","bldn_sec","all"
"1493","2004",1196,"laucode","bldn_sec","all"
"1493","2005",1203,"laucode","bldn_sec","all"
"1493","2006",1216,"laucode","bldn_sec","all"
"1493","2007",1227,"laucode","bldn_sec","all"
"1493","2008",1242,"laucode","bldn_sec","all"
"1493","2009",1248,"laucode","bldn_sec","all"
"1493","2010",1241,"laucode","bldn_sec","all"
"1493","2011",1260,"laucode","bldn_sec","all"
"1493","2012",1314,"laucode","bldn_sec","all"
"1493","2013",1322,"laucode","bldn_sec","all"
"1493","2014",1329,"laucode","bldn_sec","all"
"1493","2015",1335,"laucode","bldn_sec","all"
"1493","2016",1329,"laucode","bldn_sec","all"
"1493","2017",1352,"laucode","bldn_sec","all"
"1493","2018",1380,"laucode","bldn_sec","all"
"1493","2019",1376,"laucode","bldn_sec","all"
"1493","2020",1369,"laucode","bldn_sec","all"
"1493","2021",1379,"laucode","bldn_sec","all"
"1493","2022",1381,"laucode","bldn_sec","all"
"1493","2023",1404,"laucode","bldn_sec","all"
"1493","2024",1421,"laucode","bldn_sec","all"
"1494","1998",1749,"laucode","bldn_sec","all"
"1494","1999",1751,"laucode","bldn_sec","all"
"1494","2000",1796,"laucode","bldn_sec","all"
"1494","2001",1698,"laucode","bldn_sec","all"
"1494","2002",1711,"laucode","bldn_sec","all"
"1494","2003",1749,"laucode","bldn_sec","all"
"1494","2004",1759,"laucode","bldn_sec","all"
"1494","2005",1823,"laucode","bldn_sec","all"
"1494","2006",1759,"laucode","bldn_sec","all"
"1494","2007",1807,"laucode","bldn_sec","all"
"1494","2008",1821,"laucode","bldn_sec","all"
"1494","2009",1855,"laucode","bldn_sec","all"
"1494","2010",1842,"laucode","bldn_sec","all"
"1494","2011",1831,"laucode","bldn_sec","all"
"1494","2012",1862,"laucode","bldn_sec","all"
"1494","2013",1873,"laucode","bldn_sec","all"
"1494","2014",1868,"laucode","bldn_sec","all"
"1494","2015",1854,"laucode","bldn_sec","all"
"1494","2016",1806,"laucode","bldn_sec","all"
"1494","2017",1820,"laucode","bldn_sec","all"
"1494","2018",1913,"laucode","bldn_sec","all"
"1494","2019",1948,"laucode","bldn_sec","all"
"1494","2020",1923,"laucode","bldn_sec","all"
"1494","2021",1925,"laucode","bldn_sec","all"
"1494","2022",1910,"laucode","bldn_sec","all"
"1494","2023",1944,"laucode","bldn_sec","all"
"1494","2024",1951,"laucode","bldn_sec","all"
"1495","1998",532,"laucode","bldn_sec","all"
"1495","1999",522,"laucode","bldn_sec","all"
"1495","2000",523,"laucode","bldn_sec","all"
"1495","2001",518,"laucode","bldn_sec","all"
"1495","2002",508,"laucode","bldn_sec","all"
"1495","2003",489,"laucode","bldn_sec","all"
"1495","2004",475,"laucode","bldn_sec","all"
"1495","2005",460,"laucode","bldn_sec","all"
"1495","2006",439,"laucode","bldn_sec","all"
"1495","2007",429,"laucode","bldn_sec","all"
"1495","2008",453,"laucode","bldn_sec","all"
"1495","2009",457,"laucode","bldn_sec","all"
"1495","2010",440,"laucode","bldn_sec","all"
"1495","2011",444,"laucode","bldn_sec","all"
"1495","2012",444,"laucode","bldn_sec","all"
"1495","2013",439,"laucode","bldn_sec","all"
"1495","2014",430,"laucode","bldn_sec","all"
"1495","2015",430,"laucode","bldn_sec","all"
"1495","2016",416,"laucode","bldn_sec","all"
"1495","2017",424,"laucode","bldn_sec","all"
"1495","2018",434,"laucode","bldn_sec","all"
"1495","2019",449,"laucode","bldn_sec","all"
"1495","2020",432,"laucode","bldn_sec","all"
"1495","2021",420,"laucode","bldn_sec","all"
"1495","2022",407,"laucode","bldn_sec","all"
"1495","2023",420,"laucode","bldn_sec","all"
"1495","2024",428,"laucode","bldn_sec","all"
"1496","1998",1102,"laucode","bldn_sec","all"
"1496","1999",1091,"laucode","bldn_sec","all"
"1496","2000",1111,"laucode","bldn_sec","all"
"1496","2001",1026,"laucode","bldn_sec","all"
"1496","2002",987,"laucode","bldn_sec","all"
"1496","2003",1064,"laucode","bldn_sec","all"
"1496","2004",1040,"laucode","bldn_sec","all"
"1496","2005",1226,"laucode","bldn_sec","all"
"1496","2006",1055,"laucode","bldn_sec","all"
"1496","2007",1042,"laucode","bldn_sec","all"
"1496","2008",1052,"laucode","bldn_sec","all"
"1496","2009",1051,"laucode","bldn_sec","all"
"1496","2010",1006,"laucode","bldn_sec","all"
"1496","2011",1032,"laucode","bldn_sec","all"
"1496","2012",1009,"laucode","bldn_sec","all"
"1496","2013",981,"laucode","bldn_sec","all"
"1496","2014",958,"laucode","bldn_sec","all"
"1496","2015",948,"laucode","bldn_sec","all"
"1496","2016",983,"laucode","bldn_sec","all"
"1496","2017",978,"laucode","bldn_sec","all"
"1496","2018",987,"laucode","bldn_sec","all"
"1496","2019",991,"laucode","bldn_sec","all"
"1496","2020",968,"laucode","bldn_sec","all"
"1496","2021",973,"laucode","bldn_sec","all"
"1496","2022",967,"laucode","bldn_sec","all"
"1496","2023",925,"laucode","bldn_sec","all"
"1496","2024",909,"laucode","bldn_sec","all"
"1497","1998",461,"laucode","bldn_sec","all"
"1497","1999",466,"laucode","bldn_sec","all"
"1497","2000",479,"laucode","bldn_sec","all"
"1497","2001",471,"laucode","bldn_sec","all"
"1497","2002",489,"laucode","bldn_sec","all"
"1497","2003",496,"laucode","bldn_sec","all"
"1497","2004",494,"laucode","bldn_sec","all"
"1497","2005",486,"laucode","bldn_sec","all"
"1497","2006",498,"laucode","bldn_sec","all"
"1497","2007",473,"laucode","bldn_sec","all"
"1497","2008",477,"laucode","bldn_sec","all"
"1497","2009",493,"laucode","bldn_sec","all"
"1497","2010",479,"laucode","bldn_sec","all"
"1497","2011",490,"laucode","bldn_sec","all"
"1497","2012",508,"laucode","bldn_sec","all"
"1497","2013",510,"laucode","bldn_sec","all"
"1497","2014",492,"laucode","bldn_sec","all"
"1497","2015",499,"laucode","bldn_sec","all"
"1497","2016",512,"laucode","bldn_sec","all"
"1497","2017",511,"laucode","bldn_sec","all"
"1497","2018",535,"laucode","bldn_sec","all"
"1497","2019",545,"laucode","bldn_sec","all"
"1497","2020",519,"laucode","bldn_sec","all"
"1497","2021",533,"laucode","bldn_sec","all"
"1497","2022",530,"laucode","bldn_sec","all"
"1497","2023",550,"laucode","bldn_sec","all"
"1497","2024",552,"laucode","bldn_sec","all"
"1498","1998",582,"laucode","bldn_sec","all"
"1498","1999",592,"laucode","bldn_sec","all"
"1498","2000",609,"laucode","bldn_sec","all"
"1498","2001",586,"laucode","bldn_sec","all"
"1498","2002",572,"laucode","bldn_sec","all"
"1498","2003",586,"laucode","bldn_sec","all"
"1498","2004",583,"laucode","bldn_sec","all"
"1498","2005",587,"laucode","bldn_sec","all"
"1498","2006",590,"laucode","bldn_sec","all"
"1498","2007",585,"laucode","bldn_sec","all"
"1498","2008",580,"laucode","bldn_sec","all"
"1498","2009",585,"laucode","bldn_sec","all"
"1498","2010",564,"laucode","bldn_sec","all"
