"laucode","year","value","type.of.building"
"1760",2018,2180,"flat"
"1760",2019,2097,"flat"
"1760",2020,2221,"flat"
"1760",2021,2399,"flat"
"1760",2022,2535,"flat"
"1760",2023,2550,"flat"
"1760",2024,2799,"flat"
"1761",1990,658,"flat"
"1761",1991,668,"flat"
"1761",1992,654,"flat"
"1761",1993,643,"flat"
"1761",1994,646,"flat"
"1761",1995,646,"flat"
"1761",1996,648,"flat"
"1761",1997,651,"flat"
"1761",1998,660,"flat"
"1761",1999,665,"flat"
"1761",2000,670,"flat"
"1761",2001,676,"flat"
"1761",2002,687,"flat"
"1761",2003,698,"flat"
"1761",2004,716,"flat"
"1761",2005,772,"flat"
"1761",2006,829,"flat"
"1761",2007,889,"flat"
"1761",2008,939,"flat"
"1761",2009,985,"flat"
"1761",2010,1028,"flat"
"1761",2011,1058,"flat"
"1761",2012,1088,"flat"
"1761",2013,1133,"flat"
"1761",2014,1203,"flat"
"1761",2015,1258,"flat"
"1761",2016,1321,"flat"
"1761",2017,1384,"flat"
"1761",2018,1429,"flat"
"1761",2019,1428,"flat"
"1761",2020,1490,"flat"
"1761",2021,1590,"flat"
"1761",2022,1663,"flat"
"1761",2023,1615,"flat"
"1761",2024,1661,"flat"
"1762",1990,980,"flat"
"1762",1991,995,"flat"
"1762",1992,972,"flat"
"1762",1993,957,"flat"
"1762",1994,961,"flat"
"1762",1995,961,"flat"
"1762",1996,964,"flat"
"1762",1997,968,"flat"
"1762",1998,984,"flat"
"1762",1999,991,"flat"
"1762",2000,999,"flat"
"1762",2001,1007,"flat"
"1762",2002,1022,"flat"
"1762",2003,1041,"flat"
"1762",2004,1064,"flat"
"1762",2005,1125,"flat"
"1762",2006,1190,"flat"
"1762",2007,1255,"flat"
"1762",2008,1305,"flat"
"1762",2009,1351,"flat"
"1762",2010,1389,"flat"
"1762",2011,1412,"flat"
"1762",2012,1431,"flat"
"1762",2013,1477,"flat"
"1762",2014,1458,"flat"
"1762",2015,1531,"flat"
"1762",2016,1607,"flat"
"1762",2017,1688,"flat"
"1762",2018,1749,"flat"
"1762",2019,1749,"flat"
"1762",2020,1906,"flat"
"1762",2021,2109,"flat"
"1762",2022,2277,"flat"
"1762",2023,2430,"flat"
"1762",2024,1952,"flat"
"1763",1990,309,"flat"
"1763",1991,314,"flat"
"1763",1992,307,"flat"
"1763",1993,302,"flat"
"1763",1994,304,"flat"
"1763",1995,304,"flat"
"1763",1996,304,"flat"
"1763",1997,306,"flat"
"1763",1998,310,"flat"
"1763",1999,312,"flat"
"1763",2000,315,"flat"
"1763",2001,317,"flat"
"1763",2002,322,"flat"
"1763",2003,328,"flat"
"1763",2004,336,"flat"
"1763",2005,360,"flat"
"1763",2006,385,"flat"
"1763",2007,410,"flat"
"1763",2008,431,"flat"
"1763",2009,450,"flat"
"1763",2010,467,"flat"
"1763",2011,478,"flat"
"1763",2012,490,"flat"
"1763",2013,508,"flat"
"1763",2014,527,"flat"
"1763",2015,555,"flat"
"1763",2016,587,"flat"
"1763",2017,618,"flat"
"1763",2018,642,"flat"
"1763",2019,650,"flat"
"1763",2020,682,"flat"
"1763",2021,732,"flat"
"1763",2022,769,"flat"
"1763",2023,760,"flat"
"1763",2024,763,"flat"
"1764",1990,365,"flat"
"1764",1991,370,"flat"
"1764",1992,362,"flat"
"1764",1993,356,"flat"
"1764",1994,358,"flat"
"1764",1995,358,"flat"
"1764",1996,359,"flat"
"1764",1997,360,"flat"
"1764",1998,366,"flat"
"1764",1999,369,"flat"
"1764",2000,371,"flat"
"1764",2001,375,"flat"
"1764",2002,381,"flat"
"1764",2003,387,"flat"
"1764",2004,397,"flat"
"1764",2005,422,"flat"
"1764",2006,449,"flat"
"1764",2007,476,"flat"
"1764",2008,499,"flat"
"1764",2009,519,"flat"
"1764",2010,536,"flat"
"1764",2011,549,"flat"
"1764",2012,559,"flat"
"1764",2013,579,"flat"
"1764",2014,588,"flat"
"1764",2015,614,"flat"
"1764",2016,643,"flat"
"1764",2017,674,"flat"
"1764",2018,696,"flat"
"1764",2019,689,"flat"
"1764",2020,716,"flat"
"1764",2021,760,"flat"
"1764",2022,793,"flat"
"1764",2023,761,"flat"
"1764",2024,879,"flat"
"1765",1990,511,"flat"
"1765",1991,519,"flat"
"1765",1992,507,"flat"
"1765",1993,499,"flat"
"1765",1994,501,"flat"
"1765",1995,501,"flat"
"1765",1996,503,"flat"
"1765",1997,505,"flat"
"1765",1998,513,"flat"
"1765",1999,516,"flat"
"1765",2000,519,"flat"
"1765",2001,525,"flat"
"1765",2002,533,"flat"
"1765",2003,542,"flat"
"1765",2004,555,"flat"
"1765",2005,605,"flat"
"1765",2006,655,"flat"
"1765",2007,707,"flat"
"1765",2008,753,"flat"
"1765",2009,795,"flat"
"1765",2010,833,"flat"
"1765",2011,863,"flat"
"1765",2012,892,"flat"
"1765",2013,933,"flat"
"1765",2014,1021,"flat"
"1765",2015,1029,"flat"
"1765",2016,1041,"flat"
"1765",2017,1053,"flat"
"1765",2018,1050,"flat"
"1765",2019,915,"flat"
"1765",2020,940,"flat"
"1765",2021,987,"flat"
"1765",2022,1020,"flat"
"1765",2023,951,"flat"
"1765",2024,1059,"flat"
"1766",1990,302,"flat"
"1766",1991,306,"flat"
"1766",1992,300,"flat"
"1766",1993,294,"flat"
"1766",1994,296,"flat"
"1766",1995,296,"flat"
"1766",1996,297,"flat"
"1766",1997,298,"flat"
"1766",1998,303,"flat"
"1766",1999,305,"flat"
"1766",2000,307,"flat"
"1766",2001,310,"flat"
"1766",2002,315,"flat"
"1766",2003,320,"flat"
"1766",2004,328,"flat"
"1766",2005,354,"flat"
"1766",2006,380,"flat"
"1766",2007,408,"flat"
"1766",2008,431,"flat"
"1766",2009,452,"flat"
"1766",2010,472,"flat"
"1766",2011,486,"flat"
"1766",2012,500,"flat"
"1766",2013,520,"flat"
"1766",2014,553,"flat"
"1766",2015,573,"flat"
"1766",2016,597,"flat"
"1766",2017,621,"flat"
"1766",2018,638,"flat"
"1766",2019,621,"flat"
"1766",2020,646,"flat"
"1766",2021,688,"flat"
"1766",2022,721,"flat"
"1766",2023,696,"flat"
"1766",2024,707,"flat"
"1780",1990,1074,"flat"
"1780",1991,1089,"flat"
"1780",1992,1066,"flat"
"1780",1993,1048,"flat"
"1780",1994,1053,"flat"
"1780",1995,1053,"flat"
"1780",1996,1055,"flat"
"1780",1997,1061,"flat"
"1780",1998,1077,"flat"
"1780",1999,1084,"flat"
"1780",2000,1092,"flat"
"1780",2001,1102,"flat"
"1780",2002,1120,"flat"
"1780",2003,1138,"flat"
"1780",2004,1166,"flat"
"1780",2005,1255,"flat"
"1780",2006,1347,"flat"
"1780",2007,1441,"flat"
"1780",2008,1520,"flat"
"1780",2009,1593,"flat"
"1780",2010,1659,"flat"
"1780",2011,1706,"flat"
"1780",2012,1751,"flat"
"1780",2013,1822,"flat"
"1780",2014,1923,"flat"
"1780",2015,2010,"flat"
"1780",2016,2108,"flat"
"1780",2017,2208,"flat"
"1780",2018,2279,"flat"
"1780",2019,2269,"flat"
"1780",2020,2371,"flat"
"1780",2021,2528,"flat"
"1780",2022,2648,"flat"
"1780",2023,2577,"flat"
"1780",2024,2668,"flat"
"1781",1990,248,"flat"
"1781",1991,252,"flat"
"1781",1992,246,"flat"
"1781",1993,242,"flat"
"1781",1994,243,"flat"
"1781",1995,243,"flat"
"1781",1996,244,"flat"
"1781",1997,245,"flat"
"1781",1998,249,"flat"
"1781",1999,250,"flat"
"1781",2000,252,"flat"
"1781",2001,255,"flat"
"1781",2002,258,"flat"
"1781",2003,263,"flat"
"1781",2004,270,"flat"
"1781",2005,287,"flat"
"1781",2006,307,"flat"
"1781",2007,326,"flat"
"1781",2008,342,"flat"
"1781",2009,356,"flat"
"1781",2010,369,"flat"
"1781",2011,378,"flat"
"1781",2012,386,"flat"
"1781",2013,400,"flat"
"1781",2014,411,"flat"
"1781",2015,437,"flat"
"1781",2016,464,"flat"
"1781",2017,494,"flat"
"1781",2018,516,"flat"
"1781",2019,534,"flat"
"1781",2020,561,"flat"
"1781",2021,600,"flat"
"1781",2022,630,"flat"
"1781",2023,620,"flat"
"1781",2024,603,"flat"
"1782",1990,140,"flat"
"1782",1991,141,"flat"
"1782",1992,139,"flat"
"1782",1993,136,"flat"
"1782",1994,137,"flat"
"1782",1995,137,"flat"
"1782",1996,137,"flat"
"1782",1997,138,"flat"
"1782",1998,140,"flat"
"1782",1999,141,"flat"
"1782",2000,142,"flat"
"1782",2001,143,"flat"
"1782",2002,145,"flat"
"1782",2003,148,"flat"
"1782",2004,152,"flat"
"1782",2005,161,"flat"
"1782",2006,170,"flat"
"1782",2007,180,"flat"
"1782",2008,188,"flat"
"1782",2009,195,"flat"
"1782",2010,202,"flat"
"1782",2011,205,"flat"
"1782",2012,209,"flat"
"1782",2013,215,"flat"
"1782",2014,216,"flat"
"1782",2015,222,"flat"
"1782",2016,230,"flat"
"1782",2017,237,"flat"
"1782",2018,242,"flat"
"1782",2019,228,"flat"
"1782",2020,237,"flat"
"1782",2021,252,"flat"
"1782",2022,263,"flat"
"1782",2023,255,"flat"
"1782",2024,307,"flat"
"1783",1990,886,"flat"
"1783",1991,898,"flat"
"1783",1992,878,"flat"
"1783",1993,864,"flat"
"1783",1994,869,"flat"
"1783",1995,869,"flat"
"1783",1996,871,"flat"
"1783",1997,873,"flat"
"1783",1998,888,"flat"
"1783",1999,893,"flat"
"1783",2000,900,"flat"
"1783",2001,908,"flat"
"1783",2002,922,"flat"
"1783",2003,937,"flat"
"1783",2004,961,"flat"
"1783",2005,1025,"flat"
"1783",2006,1091,"flat"
"1783",2007,1160,"flat"
"1783",2008,1213,"flat"
"1783",2009,1265,"flat"
"1783",2010,1309,"flat"
"1783",2011,1338,"flat"
"1783",2012,1368,"flat"
"1783",2013,1417,"flat"
"1783",2014,1446,"flat"
"1783",2015,1463,"flat"
"1783",2016,1485,"flat"
"1783",2017,1512,"flat"
"1783",2018,1519,"flat"
"1783",2019,1353,"flat"
"1783",2020,1441,"flat"
"1783",2021,1563,"flat"
"1783",2022,1661,"flat"
"1783",2023,1686,"flat"
"1783",2024,1744,"flat"
"1784",1990,294,"flat"
"1784",1991,299,"flat"
"1784",1992,292,"flat"
"1784",1993,287,"flat"
"1784",1994,289,"flat"
"1784",1995,289,"flat"
"1784",1996,289,"flat"
"1784",1997,291,"flat"
"1784",1998,295,"flat"
"1784",1999,297,"flat"
"1784",2000,300,"flat"
"1784",2001,302,"flat"
"1784",2002,307,"flat"
"1784",2003,312,"flat"
"1784",2004,320,"flat"
"1784",2005,347,"flat"
"1784",2006,376,"flat"
"1784",2007,405,"flat"
"1784",2008,429,"flat"
"1784",2009,453,"flat"
"1784",2010,474,"flat"
"1784",2011,490,"flat"
"1784",2012,505,"flat"
"1784",2013,528,"flat"
"1784",2014,571,"flat"
"1784",2015,598,"flat"
"1784",2016,627,"flat"
"1784",2017,656,"flat"
"1784",2018,678,"flat"
"1784",2019,673,"flat"
"1784",2020,695,"flat"
"1784",2021,733,"flat"
"1784",2022,761,"flat"
"1784",2023,719,"flat"
"1784",2024,736,"flat"
"1785",1990,217,"flat"
"1785",1991,220,"flat"
"1785",1992,215,"flat"
"1785",1993,211,"flat"
"1785",1994,212,"flat"
"1785",1995,212,"flat"
"1785",1996,213,"flat"
"1785",1997,214,"flat"
"1785",1998,217,"flat"
"1785",1999,219,"flat"
"1785",2000,220,"flat"
"1785",2001,223,"flat"
"1785",2002,226,"flat"
"1785",2003,230,"flat"
"1785",2004,236,"flat"
"1785",2005,248,"flat"
"1785",2006,261,"flat"
"1785",2007,274,"flat"
"1785",2008,284,"flat"
"1785",2009,293,"flat"
"1785",2010,301,"flat"
"1785",2011,305,"flat"
"1785",2012,308,"flat"
"1785",2013,317,"flat"
"1785",2014,306,"flat"
"1785",2015,317,"flat"
"1785",2016,329,"flat"
"1785",2017,342,"flat"
"1785",2018,351,"flat"
"1785",2019,338,"flat"
"1785",2020,354,"flat"
"1785",2021,379,"flat"
"1785",2022,397,"flat"
"1785",2023,388,"flat"
"1785",2024,390,"flat"
"180",1990,3119,"flat"
"180",1991,3137,"flat"
"180",1992,3045,"flat"
"180",1993,2969,"flat"
"180",1994,3010,"flat"
"180",1995,3022,"flat"
"180",1996,3022,"flat"
"180",1997,3079,"flat"
"180",1998,3160,"flat"
"180",1999,3247,"flat"
"180",2000,3390,"flat"
"180",2001,3477,"flat"
"180",2002,3535,"flat"
"180",2003,3558,"flat"
"180",2004,3632,"flat"
"180",2005,3954,"flat"
"180",2006,4352,"flat"
"180",2007,4789,"flat"
"180",2008,5071,"flat"
"180",2009,5324,"flat"
"180",2010,5720,"flat"
"180",2011,5991,"flat"
"180",2012,6232,"flat"
"180",2013,6549,"flat"
"180",2014,7163,"flat"
"180",2015,7561,"flat"
"180",2016,7891,"flat"
"180",2017,8152,"flat"
"180",2018,8103,"flat"
"180",2019,7917,"flat"
"180",2020,8162,"flat"
"180",2021,8725,"flat"
"180",2022,8932,"flat"
"180",2023,8459,"flat"
"180",2024,8578,"flat"
"181",1990,1570,"flat"
"181",1991,1579,"flat"
"181",1992,1532,"flat"
"181",1993,1494,"flat"
"181",1994,1515,"flat"
"181",1995,1520,"flat"
"181",1996,1520,"flat"
"181",1997,1550,"flat"
"181",1998,1589,"flat"
"181",1999,1633,"flat"
"181",2000,1706,"flat"
"181",2001,1750,"flat"
"181",2002,1779,"flat"
"181",2003,1790,"flat"
"181",2004,1827,"flat"
"181",2005,1918,"flat"
"181",2006,2047,"flat"
"181",2007,2195,"flat"
"181",2008,2266,"flat"
"181",2009,2321,"flat"
"181",2010,2450,"flat"
"181",2011,2514,"flat"
"181",2012,2564,"flat"
"181",2013,2652,"flat"
"181",2014,2583,"flat"
"181",2015,2759,"flat"
"181",2016,2909,"flat"
"181",2017,3037,"flat"
"181",2018,3058,"flat"
"181",2019,3121,"flat"
"181",2020,3192,"flat"
"181",2021,3386,"flat"
"181",2022,3424,"flat"
"181",2023,3156,"flat"
"181",2024,3108,"flat"
"1814",1990,690,"flat"
"1814",1991,701,"flat"
"1814",1992,692,"flat"
"1814",1993,677,"flat"
"1814",1994,682,"flat"
"1814",1995,683,"flat"
"1814",1996,687,"flat"
"1814",1997,690,"flat"
"1814",1998,702,"flat"
"1814",1999,714,"flat"
"1814",2000,727,"flat"
"1814",2001,731,"flat"
"1814",2002,739,"flat"
"1814",2003,756,"flat"
"1814",2004,769,"flat"
"1814",2005,819,"flat"
"1814",2006,874,"flat"
"1814",2007,928,"flat"
"1814",2008,975,"flat"
"1814",2009,1006,"flat"
"1814",2010,1046,"flat"
"1814",2011,1075,"flat"
"1814",2012,1107,"flat"
"1814",2013,1151,"flat"
"1814",2014,1169,"flat"
"1814",2015,1254,"flat"
"1814",2016,1328,"flat"
"1814",2017,1397,"flat"
"1814",2018,1454,"flat"
"1814",2019,1524,"flat"
"1814",2020,1593,"flat"
"1814",2021,1713,"flat"
"1814",2022,1771,"flat"
"1814",2023,1724,"flat"
"1814",2024,1841,"flat"
"182",1990,2391,"flat"
"182",1991,2403,"flat"
"182",1992,2333,"flat"
"182",1993,2275,"flat"
"182",1994,2307,"flat"
"182",1995,2315,"flat"
"182",1996,2315,"flat"
"182",1997,2359,"flat"
"182",1998,2421,"flat"
"182",1999,2487,"flat"
"182",2000,2598,"flat"
"182",2001,2664,"flat"
"182",2002,2708,"flat"
"182",2003,2726,"flat"
"182",2004,2784,"flat"
"182",2005,3012,"flat"
"182",2006,3298,"flat"
"182",2007,3615,"flat"
"182",2008,3812,"flat"
"182",2009,3988,"flat"
"182",2010,4274,"flat"
"182",2011,4463,"flat"
"182",2012,4629,"flat"
"182",2013,4854,"flat"
"182",2014,5235,"flat"
"182",2015,5503,"flat"
"182",2016,5707,"flat"
"182",2017,5859,"flat"
"182",2018,5795,"flat"
"182",2019,5576,"flat"
"182",2020,5822,"flat"
"182",2021,6282,"flat"
"182",2022,6494,"flat"
"182",2023,6389,"flat"
"182",2024,6508,"flat"
"183",1990,2481,"flat"
"183",1991,2495,"flat"
"183",1992,2422,"flat"
"183",1993,2362,"flat"
"183",1994,2394,"flat"
"183",1995,2404,"flat"
"183",1996,2404,"flat"
"183",1997,2449,"flat"
"183",1998,2513,"flat"
"183",1999,2582,"flat"
"183",2000,2697,"flat"
"183",2001,2766,"flat"
"183",2002,2812,"flat"
"183",2003,2830,"flat"
"183",2004,2890,"flat"
"183",2005,3117,"flat"
"183",2006,3403,"flat"
"183",2007,3721,"flat"
"183",2008,3917,"flat"
"183",2009,4088,"flat"
"183",2010,4375,"flat"
"183",2011,4560,"flat"
"183",2012,4723,"flat"
"183",2013,4945,"flat"
"183",2014,5271,"flat"
"183",2015,5619,"flat"
"183",2016,5892,"flat"
"183",2017,6123,"flat"
"183",2018,6118,"flat"
"183",2019,6068,"flat"
"183",2020,6282,"flat"
"183",2021,6759,"flat"
"183",2022,6918,"flat"
"183",2023,6624,"flat"
"183",2024,6846,"flat"
"184",1990,2142,"flat"
"184",1991,2154,"flat"
"184",1992,2091,"flat"
"184",1993,2039,"flat"
"184",1994,2066,"flat"
"184",1995,2075,"flat"
"184",1996,2075,"flat"
"184",1997,2115,"flat"
"184",1998,2170,"flat"
"184",1999,2229,"flat"
"184",2000,2329,"flat"
"184",2001,2388,"flat"
"184",2002,2427,"flat"
"184",2003,2443,"flat"
"184",2004,2494,"flat"
"184",2005,2748,"flat"
"184",2006,3053,"flat"
"184",2007,3386,"flat"
"184",2008,3612,"flat"
"184",2009,3817,"flat"
"184",2010,4122,"flat"
"184",2011,4340,"flat"
"184",2012,4538,"flat"
"184",2013,4787,"flat"
"184",2014,5384,"flat"
"184",2015,5678,"flat"
"184",2016,5893,"flat"
"184",2017,6110,"flat"
"184",2018,6058,"flat"
"184",2019,5888,"flat"
"184",2020,6092,"flat"
"184",2021,6629,"flat"
"184",2022,6913,"flat"
"184",2023,6752,"flat"
"184",2024,6463,"flat"
"186",1990,2248,"flat"
"186",1991,2261,"flat"
"186",1992,2194,"flat"
"186",1993,2140,"flat"
"186",1994,2169,"flat"
"186",1995,2178,"flat"
"186",1996,2178,"flat"
"186",1997,2219,"flat"
"186",1998,2277,"flat"
"186",1999,2339,"flat"
"186",2000,2443,"flat"
"186",2001,2505,"flat"
"186",2002,2547,"flat"
"186",2003,2563,"flat"
"186",2004,2618,"flat"
"186",2005,2857,"flat"
"186",2006,3150,"flat"
"186",2007,3472,"flat"
"186",2008,3683,"flat"
"186",2009,3872,"flat"
"186",2010,4164,"flat"
"186",2011,4367,"flat"
"186",2012,4547,"flat"
"186",2013,4783,"flat"
"186",2014,5259,"flat"
"186",2015,5555,"flat"
"186",2016,5795,"flat"
"186",2017,5984,"flat"
"186",2018,5951,"flat"
"186",2019,5801,"flat"
"186",2020,6076,"flat"
"186",2021,6582,"flat"
"186",2022,6807,"flat"
"186",2023,6712,"flat"
"186",2024,7072,"flat"
"1860",1990,1026,"flat"
"1860",1991,1045,"flat"
"1860",1992,1032,"flat"
"1860",1993,1010,"flat"
"1860",1994,1015,"flat"
"1860",1995,1018,"flat"
"1860",1996,1023,"flat"
"1860",1997,1029,"flat"
"1860",1998,1048,"flat"
"1860",1999,1064,"flat"
"1860",2000,1083,"flat"
"1860",2001,1092,"flat"
"1860",2002,1103,"flat"
"1860",2003,1127,"flat"
"1860",2004,1146,"flat"
"1860",2005,1198,"flat"
"1860",2006,1253,"flat"
"1860",2007,1310,"flat"
"1860",2008,1354,"flat"
"1860",2009,1373,"flat"
"1860",2010,1408,"flat"
"1860",2011,1427,"flat"
"1860",2012,1449,"flat"
"1860",2013,1490,"flat"
"1860",2014,1386,"flat"
"1860",2015,1512,"flat"
"1860",2016,1621,"flat"
"1860",2017,1747,"flat"
"1860",2018,1845,"flat"
"1860",2019,2009,"flat"
"1860",2020,2039,"flat"
"1860",2021,2140,"flat"
"1860",2022,2148,"flat"
"1860",2023,1927,"flat"
"1860",2024,2129,"flat"
"1861",1990,312,"flat"
"1861",1991,318,"flat"
"1861",1992,314,"flat"
"1861",1993,306,"flat"
"1861",1994,309,"flat"
"1861",1995,309,"flat"
"1861",1996,311,"flat"
"1861",1997,313,"flat"
"1861",1998,318,"flat"
"1861",1999,324,"flat"
"1861",2000,329,"flat"
"1861",2001,331,"flat"
"1861",2002,334,"flat"
"1861",2003,342,"flat"
"1861",2004,348,"flat"
"1861",2005,371,"flat"
"1861",2006,395,"flat"
"1861",2007,420,"flat"
"1861",2008,441,"flat"
"1861",2009,455,"flat"
"1861",2010,473,"flat"
"1861",2011,487,"flat"
"1861",2012,500,"flat"
"1861",2013,521,"flat"
"1861",2014,528,"flat"
"1861",2015,570,"flat"
"1861",2016,606,"flat"
"1861",2017,646,"flat"
"1861",2018,675,"flat"
"1861",2019,718,"flat"
"1861",2020,746,"flat"
"1861",2021,800,"flat"
"1861",2022,821,"flat"
"1861",2023,788,"flat"
"1861",2024,797,"flat"
"1862",1990,192,"flat"
"1862",1991,196,"flat"
"1862",1992,193,"flat"
"1862",1993,189,"flat"
"1862",1994,190,"flat"
"1862",1995,190,"flat"
"1862",1996,191,"flat"
"1862",1997,193,"flat"
"1862",1998,196,"flat"
"1862",1999,200,"flat"
"1862",2000,203,"flat"
"1862",2001,204,"flat"
"1862",2002,206,"flat"
"1862",2003,211,"flat"
"1862",2004,215,"flat"
"1862",2005,223,"flat"
"1862",2006,232,"flat"
"1862",2007,241,"flat"
"1862",2008,248,"flat"
"1862",2009,251,"flat"
"1862",2010,256,"flat"
"1862",2011,259,"flat"
"1862",2012,261,"flat"
"1862",2013,268,"flat"
"1862",2014,242,"flat"
"1862",2015,264,"flat"
"1862",2016,283,"flat"
"1862",2017,304,"flat"
"1862",2018,322,"flat"
"1862",2019,349,"flat"
"1862",2020,364,"flat"
"1862",2021,391,"flat"
"1862",2022,403,"flat"
"1862",2023,391,"flat"
"1862",2024,407,"flat"
"1863",1990,1093,"flat"
"1863",1991,1113,"flat"
"1863",1992,1097,"flat"
"1863",1993,1074,"flat"
"1863",1994,1082,"flat"
"1863",1995,1086,"flat"
"1863",1996,1090,"flat"
"1863",1997,1097,"flat"
"1863",1998,1117,"flat"
"1863",1999,1133,"flat"
"1863",2000,1153,"flat"
"1863",2001,1161,"flat"
"1863",2002,1173,"flat"
"1863",2003,1197,"flat"
"1863",2004,1221,"flat"
"1863",2005,1273,"flat"
"1863",2006,1333,"flat"
"1863",2007,1397,"flat"
"1863",2008,1441,"flat"
"1863",2009,1465,"flat"
"1863",2010,1505,"flat"
"1863",2011,1525,"flat"
"1863",2012,1548,"flat"
"1863",2013,1592,"flat"
"1863",2014,1481,"flat"
"1863",2015,1608,"flat"
"1863",2016,1720,"flat"
"1863",2017,1836,"flat"
"1863",2018,1932,"flat"
"1863",2019,2067,"flat"
"1863",2020,2163,"flat"
"1863",2021,2331,"flat"
"1863",2022,2403,"flat"
"1863",2023,2359,"flat"
"1863",2024,2079,"flat"
"1864",1990,1254,"flat"
"1864",1991,1274,"flat"
"1864",1992,1258,"flat"
"1864",1993,1229,"flat"
"1864",1994,1238,"flat"
"1864",1995,1242,"flat"
"1864",1996,1246,"flat"
"1864",1997,1254,"flat"
"1864",1998,1278,"flat"
"1864",1999,1299,"flat"
"1864",2000,1319,"flat"
"1864",2001,1327,"flat"
"1864",2002,1343,"flat"
"1864",2003,1372,"flat"
"1864",2004,1396,"flat"
"1864",2005,1490,"flat"
"1864",2006,1592,"flat"
"1864",2007,1694,"flat"
"1864",2008,1779,"flat"
"1864",2009,1836,"flat"
"1864",2010,1913,"flat"
"1864",2011,1966,"flat"
"1864",2012,2027,"flat"
"1864",2013,2109,"flat"
"1864",2014,2154,"flat"
"1864",2015,2292,"flat"
"1864",2016,2414,"flat"
"1864",2017,2536,"flat"
"1864",2018,2634,"flat"
"1864",2019,2707,"flat"
"1864",2020,2728,"flat"
"1864",2021,2862,"flat"
"1864",2022,2866,"flat"
"1864",2023,2508,"flat"
"1864",2024,2988,"flat"
"187",1990,2137,"flat"
"187",1991,2148,"flat"
"187",1992,2086,"flat"
"187",1993,2034,"flat"
"187",1994,2062,"flat"
"187",1995,2069,"flat"
"187",1996,2069,"flat"
"187",1997,2109,"flat"
"187",1998,2165,"flat"
"187",1999,2224,"flat"
"187",2000,2323,"flat"
"187",2001,2382,"flat"
"187",2002,2422,"flat"
"187",2003,2437,"flat"
"187",2004,2489,"flat"
"187",2005,2668,"flat"
"187",2006,2897,"flat"
"187",2007,3155,"flat"
"187",2008,3306,"flat"
"187",2009,3437,"flat"
"187",2010,3667,"flat"
"187",2011,3810,"flat"
"187",2012,3934,"flat"
"187",2013,4108,"flat"
"187",2014,4304,"flat"
"187",2015,4513,"flat"
"187",2016,4675,"flat"
"187",2017,4808,"flat"
"187",2018,4752,"flat"
"187",2019,4554,"flat"
"187",2020,4750,"flat"
"187",2021,5121,"flat"
"187",2022,5266,"flat"
"187",2023,5092,"flat"
"187",2024,5352,"flat"
"188",1990,1422,"flat"
"188",1991,1430,"flat"
"188",1992,1388,"flat"
"188",1993,1354,"flat"
"188",1994,1372,"flat"
"188",1995,1377,"flat"
"188",1996,1377,"flat"
"188",1997,1404,"flat"
"188",1998,1441,"flat"
"188",1999,1479,"flat"
"188",2000,1546,"flat"
"188",2001,1584,"flat"
"188",2002,1612,"flat"
"188",2003,1622,"flat"
"188",2004,1656,"flat"
"188",2005,1747,"flat"
"188",2006,1874,"flat"
"188",2007,2019,"flat"
"188",2008,2092,"flat"
"188",2009,2152,"flat"
"188",2010,2279,"flat"
"188",2011,2347,"flat"
"188",2012,2402,"flat"
"188",2013,2491,"flat"
"188",2014,2489,"flat"
"188",2015,2651,"flat"
"188",2016,2800,"flat"
"188",2017,2897,"flat"
"188",2018,2898,"flat"
"188",2019,2895,"flat"
"188",2020,3025,"flat"
"188",2021,3266,"flat"
"188",2022,3364,"flat"
"188",2023,3282,"flat"
"188",2024,3257,"flat"
"1880",1990,1349,"flat"
"1880",1991,1373,"flat"
"1880",1992,1355,"flat"
"1880",1993,1326,"flat"
"1880",1994,1334,"flat"
"1880",1995,1338,"flat"
"1880",1996,1344,"flat"
"1880",1997,1353,"flat"
"1880",1998,1376,"flat"
"1880",1999,1400,"flat"
"1880",2000,1423,"flat"
"1880",2001,1433,"flat"
"1880",2002,1447,"flat"
"1880",2003,1480,"flat"
"1880",2004,1507,"flat"
"1880",2005,1628,"flat"
"1880",2006,1757,"flat"
"1880",2007,1890,"flat"
"1880",2008,2004,"flat"
"1880",2009,2088,"flat"
"1880",2010,2191,"flat"
"1880",2011,2272,"flat"
"1880",2012,2356,"flat"
"1880",2013,2468,"flat"
"1880",2014,2637,"flat"
"1880",2015,2768,"flat"
"1880",2016,2871,"flat"
"1880",2017,2990,"flat"
"1880",2018,3065,"flat"
"1880",2019,3038,"flat"
"1880",2020,3144,"flat"
"1880",2021,3372,"flat"
"1880",2022,3457,"flat"
"1880",2023,3357,"flat"
"1880",2024,3333,"flat"
"1881",1990,764,"flat"
"1881",1991,777,"flat"
"1881",1992,767,"flat"
"1881",1993,750,"flat"
"1881",1994,756,"flat"
"1881",1995,757,"flat"
"1881",1996,760,"flat"
