"laucode","year","value","type.of.building"
"1472",1995,203,"flat"
"1472",1996,203,"flat"
"1472",1997,206,"flat"
"1472",1998,209,"flat"
"1472",1999,213,"flat"
"1472",2000,217,"flat"
"1472",2001,220,"flat"
"1472",2002,224,"flat"
"1472",2003,231,"flat"
"1472",2004,238,"flat"
"1472",2005,252,"flat"
"1472",2006,269,"flat"
"1472",2007,285,"flat"
"1472",2008,295,"flat"
"1472",2009,305,"flat"
"1472",2010,321,"flat"
"1472",2011,330,"flat"
"1472",2012,337,"flat"
"1472",2013,349,"flat"
"1472",2014,346,"flat"
"1472",2015,372,"flat"
"1472",2016,394,"flat"
"1472",2017,422,"flat"
"1472",2018,439,"flat"
"1472",2019,453,"flat"
"1472",2020,468,"flat"
"1472",2021,496,"flat"
"1472",2022,512,"flat"
"1472",2023,496,"flat"
"1472",2024,562,"flat"
"1473",1990,197,"flat"
"1473",1991,199,"flat"
"1473",1992,194,"flat"
"1473",1993,190,"flat"
"1473",1994,191,"flat"
"1473",1995,192,"flat"
"1473",1996,192,"flat"
"1473",1997,194,"flat"
"1473",1998,197,"flat"
"1473",1999,201,"flat"
"1473",2000,205,"flat"
"1473",2001,208,"flat"
"1473",2002,211,"flat"
"1473",2003,217,"flat"
"1473",2004,225,"flat"
"1473",2005,239,"flat"
"1473",2006,255,"flat"
"1473",2007,271,"flat"
"1473",2008,282,"flat"
"1473",2009,292,"flat"
"1473",2010,309,"flat"
"1473",2011,318,"flat"
"1473",2012,326,"flat"
"1473",2013,338,"flat"
"1473",2014,339,"flat"
"1473",2015,363,"flat"
"1473",2016,384,"flat"
"1473",2017,410,"flat"
"1473",2018,423,"flat"
"1473",2019,432,"flat"
"1473",2020,451,"flat"
"1473",2021,484,"flat"
"1473",2022,504,"flat"
"1473",2023,503,"flat"
"1473",2024,545,"flat"
"1480",1990,2204,"flat"
"1480",1991,2231,"flat"
"1480",1992,2177,"flat"
"1480",1993,2128,"flat"
"1480",1994,2142,"flat"
"1480",1995,2147,"flat"
"1480",1996,2147,"flat"
"1480",1997,2177,"flat"
"1480",1998,2212,"flat"
"1480",1999,2253,"flat"
"1480",2000,2297,"flat"
"1480",2001,2332,"flat"
"1480",2002,2371,"flat"
"1480",2003,2438,"flat"
"1480",2004,2517,"flat"
"1480",2005,2717,"flat"
"1480",2006,2938,"flat"
"1480",2007,3156,"flat"
"1480",2008,3320,"flat"
"1480",2009,3466,"flat"
"1480",2010,3687,"flat"
"1480",2011,3834,"flat"
"1480",2012,3954,"flat"
"1480",2013,4127,"flat"
"1480",2014,4358,"flat"
"1480",2015,4629,"flat"
"1480",2016,4864,"flat"
"1480",2017,5110,"flat"
"1480",2018,5250,"flat"
"1480",2019,5266,"flat"
"1480",2020,5363,"flat"
"1480",2021,5614,"flat"
"1480",2022,5688,"flat"
"1480",2023,5309,"flat"
"1480",2024,5380,"flat"
"1481",1990,1859,"flat"
"1481",1991,1881,"flat"
"1481",1992,1837,"flat"
"1481",1993,1796,"flat"
"1481",1994,1806,"flat"
"1481",1995,1810,"flat"
"1481",1996,1810,"flat"
"1481",1997,1837,"flat"
"1481",1998,1866,"flat"
"1481",1999,1900,"flat"
"1481",2000,1937,"flat"
"1481",2001,1967,"flat"
"1481",2002,2001,"flat"
"1481",2003,2056,"flat"
"1481",2004,2123,"flat"
"1481",2005,2283,"flat"
"1481",2006,2463,"flat"
"1481",2007,2637,"flat"
"1481",2008,2768,"flat"
"1481",2009,2884,"flat"
"1481",2010,3062,"flat"
"1481",2011,3178,"flat"
"1481",2012,3272,"flat"
"1481",2013,3409,"flat"
"1481",2014,3558,"flat"
"1481",2015,3772,"flat"
"1481",2016,3951,"flat"
"1481",2017,4185,"flat"
"1481",2018,4297,"flat"
"1481",2019,4300,"flat"
"1481",2020,4390,"flat"
"1481",2021,4607,"flat"
"1481",2022,4691,"flat"
"1481",2023,4410,"flat"
"1481",2024,4556,"flat"
"1482",1990,1638,"flat"
"1482",1991,1658,"flat"
"1482",1992,1618,"flat"
"1482",1993,1583,"flat"
"1482",1994,1592,"flat"
"1482",1995,1595,"flat"
"1482",1996,1595,"flat"
"1482",1997,1618,"flat"
"1482",1998,1645,"flat"
"1482",1999,1674,"flat"
"1482",2000,1707,"flat"
"1482",2001,1733,"flat"
"1482",2002,1763,"flat"
"1482",2003,1812,"flat"
"1482",2004,1871,"flat"
"1482",2005,2011,"flat"
"1482",2006,2168,"flat"
"1482",2007,2321,"flat"
"1482",2008,2435,"flat"
"1482",2009,2536,"flat"
"1482",2010,2692,"flat"
"1482",2011,2793,"flat"
"1482",2012,2874,"flat"
"1482",2013,2994,"flat"
"1482",2014,3120,"flat"
"1482",2015,3294,"flat"
"1482",2016,3453,"flat"
"1482",2017,3639,"flat"
"1482",2018,3726,"flat"
"1482",2019,3703,"flat"
"1482",2020,3777,"flat"
"1482",2021,3962,"flat"
"1482",2022,4037,"flat"
"1482",2023,3784,"flat"
"1482",2024,3876,"flat"
"1484",1990,1141,"flat"
"1484",1991,1155,"flat"
"1484",1992,1127,"flat"
"1484",1993,1102,"flat"
"1484",1994,1109,"flat"
"1484",1995,1111,"flat"
"1484",1996,1111,"flat"
"1484",1997,1127,"flat"
"1484",1998,1146,"flat"
"1484",1999,1166,"flat"
"1484",2000,1188,"flat"
"1484",2001,1207,"flat"
"1484",2002,1228,"flat"
"1484",2003,1262,"flat"
"1484",2004,1303,"flat"
"1484",2005,1404,"flat"
"1484",2006,1516,"flat"
"1484",2007,1626,"flat"
"1484",2008,1709,"flat"
"1484",2009,1783,"flat"
"1484",2010,1895,"flat"
"1484",2011,1967,"flat"
"1484",2012,2027,"flat"
"1484",2013,2114,"flat"
"1484",2014,2213,"flat"
"1484",2015,2303,"flat"
"1484",2016,2363,"flat"
"1484",2017,2459,"flat"
"1484",2018,2483,"flat"
"1484",2019,2322,"flat"
"1484",2020,2417,"flat"
"1484",2021,2574,"flat"
"1484",2022,2675,"flat"
"1484",2023,2649,"flat"
"1484",2024,3027,"flat"
"1485",1990,898,"flat"
"1485",1991,909,"flat"
"1485",1992,887,"flat"
"1485",1993,867,"flat"
"1485",1994,873,"flat"
"1485",1995,875,"flat"
"1485",1996,875,"flat"
"1485",1997,887,"flat"
"1485",1998,902,"flat"
"1485",1999,918,"flat"
"1485",2000,936,"flat"
"1485",2001,950,"flat"
"1485",2002,966,"flat"
"1485",2003,994,"flat"
"1485",2004,1026,"flat"
"1485",2005,1108,"flat"
"1485",2006,1199,"flat"
"1485",2007,1288,"flat"
"1485",2008,1356,"flat"
"1485",2009,1417,"flat"
"1485",2010,1507,"flat"
"1485",2011,1568,"flat"
"1485",2012,1617,"flat"
"1485",2013,1689,"flat"
"1485",2014,1788,"flat"
"1485",2015,1876,"flat"
"1485",2016,1948,"flat"
"1485",2017,2046,"flat"
"1485",2018,2083,"flat"
"1485",2019,2013,"flat"
"1485",2020,2068,"flat"
"1485",2021,2186,"flat"
"1485",2022,2241,"flat"
"1485",2023,2141,"flat"
"1485",2024,2275,"flat"
"1486",1990,1216,"flat"
"1486",1991,1231,"flat"
"1486",1992,1201,"flat"
"1486",1993,1175,"flat"
"1486",1994,1182,"flat"
"1486",1995,1185,"flat"
"1486",1996,1185,"flat"
"1486",1997,1201,"flat"
"1486",1998,1221,"flat"
"1486",1999,1243,"flat"
"1486",2000,1267,"flat"
"1486",2001,1287,"flat"
"1486",2002,1308,"flat"
"1486",2003,1345,"flat"
"1486",2004,1390,"flat"
"1486",2005,1516,"flat"
"1486",2006,1654,"flat"
"1486",2007,1790,"flat"
"1486",2008,1897,"flat"
"1486",2009,1994,"flat"
"1486",2010,2133,"flat"
"1486",2011,2230,"flat"
"1486",2012,2313,"flat"
"1486",2013,2424,"flat"
"1486",2014,2631,"flat"
"1486",2015,2706,"flat"
"1486",2016,2786,"flat"
"1486",2017,2859,"flat"
"1486",2018,2859,"flat"
"1486",2019,2570,"flat"
"1486",2020,2595,"flat"
"1486",2021,2684,"flat"
"1486",2022,2706,"flat"
"1486",2023,2459,"flat"
"1486",2024,2514,"flat"
"1487",1990,719,"flat"
"1487",1991,727,"flat"
"1487",1992,710,"flat"
"1487",1993,694,"flat"
"1487",1994,699,"flat"
"1487",1995,700,"flat"
"1487",1996,700,"flat"
"1487",1997,710,"flat"
"1487",1998,721,"flat"
"1487",1999,735,"flat"
"1487",2000,749,"flat"
"1487",2001,761,"flat"
"1487",2002,774,"flat"
"1487",2003,795,"flat"
"1487",2004,821,"flat"
"1487",2005,878,"flat"
"1487",2006,941,"flat"
"1487",2007,1003,"flat"
"1487",2008,1048,"flat"
"1487",2009,1087,"flat"
"1487",2010,1151,"flat"
"1487",2011,1189,"flat"
"1487",2012,1220,"flat"
"1487",2013,1267,"flat"
"1487",2014,1297,"flat"
"1487",2015,1397,"flat"
"1487",2016,1484,"flat"
"1487",2017,1595,"flat"
"1487",2018,1662,"flat"
"1487",2019,1729,"flat"
"1487",2020,1760,"flat"
"1487",2021,1833,"flat"
"1487",2022,1862,"flat"
"1487",2023,1716,"flat"
"1487",2024,1825,"flat"
"1488",1990,1000,"flat"
"1488",1991,1012,"flat"
"1488",1992,988,"flat"
"1488",1993,966,"flat"
"1488",1994,972,"flat"
"1488",1995,974,"flat"
"1488",1996,974,"flat"
"1488",1997,988,"flat"
"1488",1998,1004,"flat"
"1488",1999,1022,"flat"
"1488",2000,1042,"flat"
"1488",2001,1058,"flat"
"1488",2002,1076,"flat"
"1488",2003,1107,"flat"
"1488",2004,1142,"flat"
"1488",2005,1227,"flat"
"1488",2006,1322,"flat"
"1488",2007,1416,"flat"
"1488",2008,1484,"flat"
"1488",2009,1545,"flat"
"1488",2010,1639,"flat"
"1488",2011,1700,"flat"
"1488",2012,1749,"flat"
"1488",2013,1823,"flat"
"1488",2014,1895,"flat"
"1488",2015,2024,"flat"
"1488",2016,2149,"flat"
"1488",2017,2300,"flat"
"1488",2018,2385,"flat"
"1488",2019,2458,"flat"
"1488",2020,2477,"flat"
"1488",2021,2571,"flat"
"1488",2022,2594,"flat"
"1488",2023,2352,"flat"
"1488",2024,2398,"flat"
"1489",1990,1603,"flat"
"1489",1991,1624,"flat"
"1489",1992,1584,"flat"
"1489",1993,1550,"flat"
"1489",1994,1559,"flat"
"1489",1995,1562,"flat"
"1489",1996,1562,"flat"
"1489",1997,1584,"flat"
"1489",1998,1610,"flat"
"1489",1999,1639,"flat"
"1489",2000,1671,"flat"
"1489",2001,1696,"flat"
"1489",2002,1726,"flat"
"1489",2003,1774,"flat"
"1489",2004,1832,"flat"
"1489",2005,1969,"flat"
"1489",2006,2124,"flat"
"1489",2007,2274,"flat"
"1489",2008,2385,"flat"
"1489",2009,2485,"flat"
"1489",2010,2639,"flat"
"1489",2011,2737,"flat"
"1489",2012,2818,"flat"
"1489",2013,2936,"flat"
"1489",2014,3059,"flat"
"1489",2015,3236,"flat"
"1489",2016,3392,"flat"
"1489",2017,3580,"flat"
"1489",2018,3685,"flat"
"1489",2019,3688,"flat"
"1489",2020,3803,"flat"
"1489",2021,4024,"flat"
"1489",2022,4139,"flat"
"1489",2023,3998,"flat"
"1489",2024,4010,"flat"
"1490",1990,904,"flat"
"1490",1991,916,"flat"
"1490",1992,894,"flat"
"1490",1993,874,"flat"
"1490",1994,879,"flat"
"1490",1995,881,"flat"
"1490",1996,881,"flat"
"1490",1997,894,"flat"
"1490",1998,908,"flat"
"1490",1999,925,"flat"
"1490",2000,942,"flat"
"1490",2001,957,"flat"
"1490",2002,974,"flat"
"1490",2003,1001,"flat"
"1490",2004,1033,"flat"
"1490",2005,1111,"flat"
"1490",2006,1198,"flat"
"1490",2007,1284,"flat"
"1490",2008,1347,"flat"
"1490",2009,1403,"flat"
"1490",2010,1490,"flat"
"1490",2011,1546,"flat"
"1490",2012,1591,"flat"
"1490",2013,1658,"flat"
"1490",2014,1732,"flat"
"1490",2015,1851,"flat"
"1490",2016,1951,"flat"
"1490",2017,2079,"flat"
"1490",2018,2145,"flat"
"1490",2019,2181,"flat"
"1490",2020,2232,"flat"
"1490",2021,2342,"flat"
"1490",2022,2387,"flat"
"1490",2023,2246,"flat"
"1490",2024,2297,"flat"
"1491",1990,589,"flat"
"1491",1991,597,"flat"
"1491",1992,583,"flat"
"1491",1993,569,"flat"
"1491",1994,573,"flat"
"1491",1995,574,"flat"
"1491",1996,574,"flat"
"1491",1997,583,"flat"
"1491",1998,592,"flat"
"1491",1999,603,"flat"
"1491",2000,615,"flat"
"1491",2001,624,"flat"
"1491",2002,635,"flat"
"1491",2003,652,"flat"
"1491",2004,674,"flat"
"1491",2005,722,"flat"
"1491",2006,776,"flat"
"1491",2007,828,"flat"
"1491",2008,867,"flat"
"1491",2009,900,"flat"
"1491",2010,954,"flat"
"1491",2011,988,"flat"
"1491",2012,1014,"flat"
"1491",2013,1055,"flat"
"1491",2014,1088,"flat"
"1491",2015,1178,"flat"
"1491",2016,1257,"flat"
"1491",2017,1351,"flat"
"1491",2018,1410,"flat"
"1491",2019,1486,"flat"
"1491",2020,1532,"flat"
"1491",2021,1616,"flat"
"1491",2022,1659,"flat"
"1491",2023,1594,"flat"
"1491",2024,1792,"flat"
"1492",1990,217,"flat"
"1492",1991,220,"flat"
"1492",1992,215,"flat"
"1492",1993,209,"flat"
"1492",1994,211,"flat"
"1492",1995,211,"flat"
"1492",1996,211,"flat"
"1492",1997,215,"flat"
"1492",1998,218,"flat"
"1492",1999,222,"flat"
"1492",2000,226,"flat"
"1492",2001,229,"flat"
"1492",2002,234,"flat"
"1492",2003,240,"flat"
"1492",2004,248,"flat"
"1492",2005,262,"flat"
"1492",2006,277,"flat"
"1492",2007,293,"flat"
"1492",2008,303,"flat"
"1492",2009,311,"flat"
"1492",2010,327,"flat"
"1492",2011,335,"flat"
"1492",2012,341,"flat"
"1492",2013,352,"flat"
"1492",2014,343,"flat"
"1492",2015,358,"flat"
"1492",2016,370,"flat"
"1492",2017,388,"flat"
"1492",2018,394,"flat"
"1492",2019,378,"flat"
"1492",2020,393,"flat"
"1492",2021,418,"flat"
"1492",2022,431,"flat"
"1492",2023,423,"flat"
"1492",2024,437,"flat"
"1493",1990,405,"flat"
"1493",1991,410,"flat"
"1493",1992,400,"flat"
"1493",1993,391,"flat"
"1493",1994,393,"flat"
"1493",1995,394,"flat"
"1493",1996,394,"flat"
"1493",1997,400,"flat"
"1493",1998,406,"flat"
"1493",1999,413,"flat"
"1493",2000,421,"flat"
"1493",2001,428,"flat"
"1493",2002,435,"flat"
"1493",2003,448,"flat"
"1493",2004,462,"flat"
"1493",2005,492,"flat"
"1493",2006,525,"flat"
"1493",2007,558,"flat"
"1493",2008,581,"flat"
"1493",2009,600,"flat"
"1493",2010,634,"flat"
"1493",2011,653,"flat"
"1493",2012,668,"flat"
"1493",2013,693,"flat"
"1493",2014,698,"flat"
"1493",2015,742,"flat"
"1493",2016,780,"flat"
"1493",2017,830,"flat"
"1493",2018,855,"flat"
"1493",2019,862,"flat"
"1493",2020,890,"flat"
"1493",2021,945,"flat"
"1493",2022,972,"flat"
"1493",2023,945,"flat"
"1493",2024,1092,"flat"
"1494",1990,484,"flat"
"1494",1991,490,"flat"
"1494",1992,478,"flat"
"1494",1993,467,"flat"
"1494",1994,470,"flat"
"1494",1995,472,"flat"
"1494",1996,472,"flat"
"1494",1997,478,"flat"
"1494",1998,486,"flat"
"1494",1999,495,"flat"
"1494",2000,504,"flat"
"1494",2001,512,"flat"
"1494",2002,521,"flat"
"1494",2003,535,"flat"
"1494",2004,553,"flat"
"1494",2005,590,"flat"
"1494",2006,633,"flat"
"1494",2007,675,"flat"
"1494",2008,705,"flat"
"1494",2009,731,"flat"
"1494",2010,774,"flat"
"1494",2011,799,"flat"
"1494",2012,820,"flat"
"1494",2013,852,"flat"
"1494",2014,870,"flat"
"1494",2015,920,"flat"
"1494",2016,960,"flat"
"1494",2017,1013,"flat"
"1494",2018,1037,"flat"
"1494",2019,1024,"flat"
"1494",2020,1054,"flat"
"1494",2021,1114,"flat"
"1494",2022,1146,"flat"
"1494",2023,1101,"flat"
"1494",2024,1062,"flat"
"1495",1990,192,"flat"
"1495",1991,194,"flat"
"1495",1992,189,"flat"
"1495",1993,185,"flat"
"1495",1994,186,"flat"
"1495",1995,186,"flat"
"1495",1996,186,"flat"
"1495",1997,189,"flat"
"1495",1998,192,"flat"
"1495",1999,196,"flat"
"1495",2000,200,"flat"
"1495",2001,203,"flat"
"1495",2002,206,"flat"
"1495",2003,212,"flat"
"1495",2004,219,"flat"
"1495",2005,234,"flat"
"1495",2006,251,"flat"
"1495",2007,267,"flat"
"1495",2008,279,"flat"
"1495",2009,290,"flat"
"1495",2010,307,"flat"
"1495",2011,317,"flat"
"1495",2012,325,"flat"
"1495",2013,338,"flat"
"1495",2014,346,"flat"
"1495",2015,367,"flat"
"1495",2016,384,"flat"
"1495",2017,407,"flat"
"1495",2018,418,"flat"
"1495",2019,420,"flat"
"1495",2020,434,"flat"
"1495",2021,461,"flat"
"1495",2022,474,"flat"
"1495",2023,461,"flat"
"1495",2024,481,"flat"
"1496",1990,658,"flat"
"1496",1991,666,"flat"
"1496",1992,650,"flat"
"1496",1993,636,"flat"
"1496",1994,640,"flat"
"1496",1995,641,"flat"
"1496",1996,641,"flat"
"1496",1997,650,"flat"
"1496",1998,660,"flat"
"1496",1999,673,"flat"
"1496",2000,686,"flat"
"1496",2001,697,"flat"
"1496",2002,708,"flat"
"1496",2003,728,"flat"
"1496",2004,752,"flat"
"1496",2005,816,"flat"
"1496",2006,888,"flat"
"1496",2007,959,"flat"
"1496",2008,1013,"flat"
"1496",2009,1062,"flat"
"1496",2010,1133,"flat"
"1496",2011,1183,"flat"
"1496",2012,1224,"flat"
"1496",2013,1281,"flat"
"1496",2014,1378,"flat"
"1496",2015,1457,"flat"
"1496",2016,1527,"flat"
"1496",2017,1614,"flat"
"1496",2018,1658,"flat"
"1496",2019,1649,"flat"
"1496",2020,1705,"flat"
"1496",2021,1812,"flat"
"1496",2022,1869,"flat"
"1496",2023,1815,"flat"
"1496",2024,1860,"flat"
"1497",1990,307,"flat"
"1497",1991,311,"flat"
"1497",1992,304,"flat"
"1497",1993,297,"flat"
"1497",1994,299,"flat"
"1497",1995,299,"flat"
"1497",1996,299,"flat"
"1497",1997,304,"flat"
"1497",1998,308,"flat"
"1497",1999,314,"flat"
"1497",2000,320,"flat"
"1497",2001,325,"flat"
"1497",2002,331,"flat"
"1497",2003,340,"flat"
"1497",2004,351,"flat"
"1497",2005,380,"flat"
"1497",2006,412,"flat"
"1497",2007,444,"flat"
"1497",2008,469,"flat"
"1497",2009,490,"flat"
"1497",2010,522,"flat"
"1497",2011,544,"flat"
"1497",2012,562,"flat"
"1497",2013,588,"flat"
"1497",2014,628,"flat"
"1497",2015,662,"flat"
"1497",2016,687,"flat"
"1497",2017,724,"flat"
"1497",2018,739,"flat"
"1497",2019,720,"flat"
"1497",2020,759,"flat"
"1497",2021,816,"flat"
"1497",2022,855,"flat"
"1497",2023,867,"flat"
"1497",2024,966,"flat"
"1498",1990,133,"flat"
"1498",1991,134,"flat"
"1498",1992,131,"flat"
"1498",1993,128,"flat"
"1498",1994,129,"flat"
"1498",1995,129,"flat"
"1498",1996,129,"flat"
"1498",1997,131,"flat"
"1498",1998,134,"flat"
"1498",1999,136,"flat"
"1498",2000,139,"flat"
"1498",2001,141,"flat"
"1498",2002,143,"flat"
"1498",2003,147,"flat"
"1498",2004,152,"flat"
"1498",2005,165,"flat"
"1498",2006,181,"flat"
"1498",2007,195,"flat"
"1498",2008,207,"flat"
"1498",2009,217,"flat"
"1498",2010,232,"flat"
"1498",2011,243,"flat"
"1498",2012,252,"flat"
"1498",2013,264,"flat"
"1498",2014,286,"flat"
"1498",2015,308,"flat"
"1498",2016,327,"flat"
"1498",2017,351,"flat"
"1498",2018,363,"flat"
"1498",2019,377,"flat"
"1498",2020,387,"flat"
"1498",2021,407,"flat"
"1498",2022,417,"flat"
"1498",2023,398,"flat"
"1498",2024,408,"flat"
"1499",1990,219,"flat"
"1499",1991,222,"flat"
"1499",1992,217,"flat"
"1499",1993,211,"flat"
"1499",1994,213,"flat"
"1499",1995,213,"flat"
"1499",1996,213,"flat"
"1499",1997,217,"flat"
"1499",1998,220,"flat"
"1499",1999,224,"flat"
"1499",2000,228,"flat"
"1499",2001,232,"flat"
"1499",2002,236,"flat"
"1499",2003,242,"flat"
"1499",2004,250,"flat"
"1499",2005,268,"flat"
"1499",2006,287,"flat"
"1499",2007,305,"flat"
"1499",2008,319,"flat"
"1499",2009,331,"flat"
"1499",2010,350,"flat"
"1499",2011,362,"flat"
"1499",2012,371,"flat"
"1499",2013,386,"flat"
"1499",2014,395,"flat"
"1499",2015,424,"flat"
"1499",2016,451,"flat"
"1499",2017,483,"flat"
"1499",2018,502,"flat"
"1499",2019,520,"flat"
"1499",2020,538,"flat"
"1499",2021,570,"flat"
"1499",2022,588,"flat"
"1499",2023,568,"flat"
"1499",2024,594,"flat"
"160",1990,2046,"flat"
"160",1991,2057,"flat"
"160",1992,1996,"flat"
"160",1993,1948,"flat"
"160",1994,1975,"flat"
"160",1995,1982,"flat"
"160",1996,1982,"flat"
"160",1997,2019,"flat"
"160",1998,2072,"flat"
"160",1999,2129,"flat"
"160",2000,2224,"flat"
"160",2001,2281,"flat"
"160",2002,2319,"flat"
"160",2003,2334,"flat"
"160",2004,2382,"flat"
"160",2005,2568,"flat"
"160",2006,2802,"flat"
"160",2007,3063,"flat"
"160",2008,3221,"flat"
"160",2009,3362,"flat"
"160",2010,3596,"flat"
"160",2011,3747,"flat"
"160",2012,3879,"flat"
"160",2013,4060,"flat"
"160",2014,4322,"flat"
"160",2015,4569,"flat"
"160",2016,4768,"flat"
"160",2017,4923,"flat"
"160",2018,4901,"flat"
"160",2019,4813,"flat"
"160",2020,4981,"flat"
"160",2021,5344,"flat"
"160",2022,5482,"flat"
"160",2023,5251,"flat"
"160",2024,5425,"flat"
"162",1990,1943,"flat"
"162",1991,1953,"flat"
"162",1992,1896,"flat"
"162",1993,1849,"flat"
"162",1994,1875,"flat"
"162",1995,1882,"flat"
"162",1996,1882,"flat"
"162",1997,1917,"flat"
"162",1998,1968,"flat"
"162",1999,2022,"flat"
"162",2000,2112,"flat"
"162",2001,2165,"flat"
"162",2002,2201,"flat"
"162",2003,2216,"flat"
"162",2004,2263,"flat"
"162",2005,2487,"flat"
"162",2006,2757,"flat"
"162",2007,3053,"flat"
"162",2008,3252,"flat"
"162",2009,3433,"flat"
"162",2010,3704,"flat"
"162",2011,3895,"flat"
"162",2012,4068,"flat"
"162",2013,4289,"flat"
"162",2014,4783,"flat"
"162",2015,5049,"flat"
"162",2016,5257,"flat"
"162",2017,5416,"flat"
"162",2018,5380,"flat"
"162",2019,5227,"flat"
"162",2020,5452,"flat"
"162",2021,5883,"flat"
"162",2022,6072,"flat"
"162",2023,5916,"flat"
"162",2024,6296,"flat"
"163",1990,2043,"flat"
"163",1991,2055,"flat"
"163",1992,1994,"flat"
"163",1993,1945,"flat"
"163",1994,1971,"flat"
"163",1995,1979,"flat"
"163",1996,1979,"flat"
"163",1997,2016,"flat"
"163",1998,2070,"flat"
"163",1999,2126,"flat"
"163",2000,2220,"flat"
"163",2001,2277,"flat"
"163",2002,2315,"flat"
"163",2003,2330,"flat"
"163",2004,2379,"flat"
"163",2005,2566,"flat"
"163",2006,2802,"flat"
"163",2007,3064,"flat"
"163",2008,3224,"flat"
"163",2009,3366,"flat"
"163",2010,3602,"flat"
"163",2011,3755,"flat"
"163",2012,3889,"flat"
"163",2013,4072,"flat"
"163",2014,4337,"flat"
"163",2015,4565,"flat"
"163",2016,4747,"flat"
"163",2017,4890,"flat"
"163",2018,4843,"flat"
"163",2019,4702,"flat"
"163",2020,4796,"flat"
"163",2021,5082,"flat"
"163",2022,5157,"flat"
"163",2023,4770,"flat"
"163",2024,4973,"flat"
"1715",1990,259,"flat"
"1715",1991,263,"flat"
"1715",1992,257,"flat"
"1715",1993,253,"flat"
"1715",1994,254,"flat"
"1715",1995,254,"flat"
"1715",1996,255,"flat"
"1715",1997,256,"flat"
"1715",1998,259,"flat"
"1715",1999,261,"flat"
"1715",2000,263,"flat"
"1715",2001,266,"flat"
"1715",2002,270,"flat"
"1715",2003,274,"flat"
"1715",2004,281,"flat"
"1715",2005,305,"flat"
"1715",2006,330,"flat"
"1715",2007,355,"flat"
"1715",2008,377,"flat"
"1715",2009,397,"flat"
"1715",2010,415,"flat"
"1715",2011,429,"flat"
"1715",2012,443,"flat"
"1715",2013,463,"flat"
"1715",2014,500,"flat"
"1715",2015,519,"flat"
"1715",2016,542,"flat"
"1715",2017,565,"flat"
"1715",2018,581,"flat"
"1715",2019,568,"flat"
"1715",2020,603,"flat"
"1715",2021,652,"flat"
"1715",2022,693,"flat"
"1715",2023,704,"flat"
"1715",2024,652,"flat"
"1730",1990,1015,"flat"
"1730",1991,1031,"flat"
"1730",1992,1008,"flat"
"1730",1993,990,"flat"
"1730",1994,997,"flat"
"1730",1995,997,"flat"
"1730",1996,999,"flat"
"1730",1997,1004,"flat"
"1730",1998,1017,"flat"
"1730",1999,1024,"flat"
"1730",2000,1033,"flat"
"1730",2001,1042,"flat"
"1730",2002,1058,"flat"
"1730",2003,1076,"flat"
"1730",2004,1104,"flat"
"1730",2005,1181,"flat"
"1730",2006,1261,"flat"
"1730",2007,1345,"flat"
"1730",2008,1413,"flat"
"1730",2009,1475,"flat"
"1730",2010,1532,"flat"
"1730",2011,1570,"flat"
"1730",2012,1607,"flat"
"1730",2013,1668,"flat"
"1730",2014,1732,"flat"
"1730",2015,1800,"flat"
"1730",2016,1868,"flat"
"1730",2017,1943,"flat"
"1730",2018,1998,"flat"
"1730",2019,1934,"flat"
"1730",2020,1971,"flat"
"1730",2021,2055,"flat"
"1730",2022,2098,"flat"
"1730",2023,1898,"flat"
"1730",2024,2059,"flat"
"1737",1990,986,"flat"
"1737",1991,1000,"flat"
"1737",1992,979,"flat"
"1737",1993,963,"flat"
"1737",1994,968,"flat"
"1737",1995,968,"flat"
"1737",1996,970,"flat"
"1737",1997,975,"flat"
"1737",1998,988,"flat"
"1737",1999,995,"flat"
"1737",2000,1002,"flat"
"1737",2001,1014,"flat"
"1737",2002,1030,"flat"
"1737",2003,1046,"flat"
"1737",2004,1071,"flat"
"1737",2005,1144,"flat"
"1737",2006,1217,"flat"
"1737",2007,1292,"flat"
"1737",2008,1354,"flat"
"1737",2009,1411,"flat"
"1737",2010,1461,"flat"
"1737",2011,1493,"flat"
"1737",2012,1525,"flat"
"1737",2013,1580,"flat"
"1737",2014,1614,"flat"
"1737",2015,1655,"flat"
"1737",2016,1708,"flat"
"1737",2017,1762,"flat"
"1737",2018,1794,"flat"
"1737",2019,1694,"flat"
"1737",2020,1799,"flat"
"1737",2021,1943,"flat"
"1737",2022,2059,"flat"
"1737",2023,2084,"flat"
"1737",2024,2345,"flat"
"1760",1990,1402,"flat"
"1760",1991,1420,"flat"
"1760",1992,1390,"flat"
"1760",1993,1368,"flat"
"1760",1994,1375,"flat"
"1760",1995,1375,"flat"
"1760",1996,1379,"flat"
"1760",1997,1386,"flat"
"1760",1998,1405,"flat"
"1760",1999,1417,"flat"
"1760",2000,1424,"flat"
"1760",2001,1439,"flat"
"1760",2002,1462,"flat"
"1760",2003,1485,"flat"
"1760",2004,1522,"flat"
"1760",2005,1598,"flat"
"1760",2006,1674,"flat"
"1760",2007,1757,"flat"
"1760",2008,1817,"flat"
"1760",2009,1874,"flat"
"1760",2010,1915,"flat"
"1760",2011,1938,"flat"
"1760",2012,1953,"flat"
"1760",2013,2006,"flat"
"1760",2014,1919,"flat"
"1760",2015,1979,"flat"
"1760",2016,2063,"flat"
"1760",2017,2134,"flat"
