"year","type","nuts","value","level","measure"
2014,"all","1261",1980,"laucode","price"
2014,"flat","1261",3148,"laucode","price"
2014,"house","1261",1790,"laucode","price"
2015,"all","1261",2161,"laucode","price"
2015,"flat","1261",3436,"laucode","price"
2015,"house","1261",1954,"laucode","price"
2016,"all","1261",2441,"laucode","price"
2016,"flat","1261",3882,"laucode","price"
2016,"house","1261",2207,"laucode","price"
2017,"all","1261",2680,"laucode","price"
2017,"flat","1261",4260,"laucode","price"
2017,"house","1261",2423,"laucode","price"
2018,"all","1261",2792,"laucode","price"
2018,"flat","1261",4399,"laucode","price"
2018,"house","1261",2501,"laucode","price"
2019,"all","1261",2899,"laucode","price"
2019,"flat","1261",4568,"laucode","price"
2019,"house","1261",2598,"laucode","price"
2020,"all","1261",3147,"laucode","price"
2020,"flat","1261",4958,"laucode","price"
2020,"house","1261",2842,"laucode","price"
2021,"all","1261",3731,"laucode","price"
2021,"flat","1261",5790,"laucode","price"
2021,"house","1261",3370,"laucode","price"
2022,"all","1261",3869,"laucode","price"
2022,"flat","1261",6004,"laucode","price"
2022,"house","1261",3494,"laucode","price"
2023,"all","1261",3382,"laucode","price"
2023,"flat","1261",5248,"laucode","price"
2023,"house","1261",3054,"laucode","price"
2024,"all","1261",3512,"laucode","price"
2024,"flat","1261",5483,"laucode","price"
2024,"house","1261",3143,"laucode","price"
2013,"all","1262",2841,"laucode","price"
2013,"flat","1262",4020,"laucode","price"
2013,"house","1262",2559,"laucode","price"
2014,"all","1262",2956,"laucode","price"
2014,"flat","1262",4184,"laucode","price"
2014,"house","1262",2663,"laucode","price"
2015,"all","1262",3226,"laucode","price"
2015,"flat","1262",4565,"laucode","price"
2015,"house","1262",2906,"laucode","price"
2016,"all","1262",3645,"laucode","price"
2016,"flat","1262",5092,"laucode","price"
2016,"house","1262",3283,"laucode","price"
2017,"all","1262",4035,"laucode","price"
2017,"flat","1262",5589,"laucode","price"
2017,"house","1262",3603,"laucode","price"
2018,"all","1262",4166,"laucode","price"
2018,"flat","1262",5770,"laucode","price"
2018,"house","1262",3693,"laucode","price"
2019,"all","1262",4327,"laucode","price"
2019,"flat","1262",5992,"laucode","price"
2019,"house","1262",3835,"laucode","price"
2020,"all","1262",4696,"laucode","price"
2020,"flat","1262",6504,"laucode","price"
2020,"house","1262",4163,"laucode","price"
2021,"all","1262",5568,"laucode","price"
2021,"flat","1262",7712,"laucode","price"
2021,"house","1262",4936,"laucode","price"
2022,"all","1262",5774,"laucode","price"
2022,"flat","1262",7997,"laucode","price"
2022,"house","1262",5118,"laucode","price"
2023,"all","1262",5091,"laucode","price"
2023,"flat","1262",6902,"laucode","price"
2023,"house","1262",4474,"laucode","price"
2024,"all","1262",5238,"laucode","price"
2024,"flat","1262",7102,"laucode","price"
2024,"house","1262",4603,"laucode","price"
2013,"all","1263",1690,"laucode","price"
2013,"flat","1263",2649,"laucode","price"
2013,"house","1263",1554,"laucode","price"
2014,"all","1263",1775,"laucode","price"
2014,"flat","1263",2757,"laucode","price"
2014,"house","1263",1617,"laucode","price"
2015,"all","1263",1937,"laucode","price"
2015,"flat","1263",3008,"laucode","price"
2015,"house","1263",1764,"laucode","price"
2016,"all","1263",2188,"laucode","price"
2016,"flat","1263",3399,"laucode","price"
2016,"house","1263",1993,"laucode","price"
2017,"all","1263",2402,"laucode","price"
2017,"flat","1263",3730,"laucode","price"
2017,"house","1263",2188,"laucode","price"
2018,"all","1263",2480,"laucode","price"
2018,"flat","1263",3851,"laucode","price"
2018,"house","1263",2277,"laucode","price"
2019,"all","1263",2599,"laucode","price"
2019,"flat","1263",4000,"laucode","price"
2019,"house","1263",2365,"laucode","price"
2020,"all","1263",2821,"laucode","price"
2020,"flat","1263",4341,"laucode","price"
2020,"house","1263",2546,"laucode","price"
2021,"all","1263",3345,"laucode","price"
2021,"flat","1263",5148,"laucode","price"
2021,"house","1263",3019,"laucode","price"
2022,"all","1263",3469,"laucode","price"
2022,"flat","1263",5338,"laucode","price"
2022,"house","1263",3131,"laucode","price"
2023,"all","1263",3032,"laucode","price"
2023,"flat","1263",4666,"laucode","price"
2023,"house","1263",2736,"laucode","price"
2024,"all","1263",3120,"laucode","price"
2024,"flat","1263",4801,"laucode","price"
2024,"house","1263",2816,"laucode","price"
2013,"all","1264",1419,"laucode","price"
2013,"flat","1264",3546,"laucode","price"
2013,"house","1264",1289,"laucode","price"
2014,"all","1264",1477,"laucode","price"
2014,"flat","1264",3690,"laucode","price"
2014,"house","1264",1342,"laucode","price"
2015,"all","1264",1612,"laucode","price"
2015,"flat","1264",4027,"laucode","price"
2015,"house","1264",1464,"laucode","price"
2016,"all","1264",1821,"laucode","price"
2016,"flat","1264",4549,"laucode","price"
2016,"house","1264",1654,"laucode","price"
2017,"all","1264",1999,"laucode","price"
2017,"flat","1264",4993,"laucode","price"
2017,"house","1264",1831,"laucode","price"
2018,"all","1264",2063,"laucode","price"
2018,"flat","1264",5232,"laucode","price"
2018,"house","1264",1890,"laucode","price"
2019,"all","1264",2143,"laucode","price"
2019,"flat","1264",5434,"laucode","price"
2019,"house","1264",1963,"laucode","price"
2020,"all","1264",2347,"laucode","price"
2020,"flat","1264",5898,"laucode","price"
2020,"house","1264",2130,"laucode","price"
2021,"all","1264",2783,"laucode","price"
2021,"flat","1264",6891,"laucode","price"
2021,"house","1264",2526,"laucode","price"
2022,"all","1264",2886,"laucode","price"
2022,"flat","1264",7252,"laucode","price"
2022,"house","1264",2620,"laucode","price"
2023,"all","1264",2523,"laucode","price"
2023,"flat","1264",6246,"laucode","price"
2023,"house","1264",2290,"laucode","price"
2024,"all","1264",2596,"laucode","price"
2024,"flat","1264",6334,"laucode","price"
2024,"house","1264",2356,"laucode","price"
2013,"all","1265",941,"laucode","price"
2013,"flat","1265",730,"laucode","price"
2013,"house","1265",919,"laucode","price"
2014,"all","1265",979,"laucode","price"
2014,"flat","1265",759,"laucode","price"
2014,"house","1265",957,"laucode","price"
2015,"all","1265",1068,"laucode","price"
2015,"flat","1265",829,"laucode","price"
2015,"house","1265",1044,"laucode","price"
2016,"all","1265",1207,"laucode","price"
2016,"flat","1265",936,"laucode","price"
2016,"house","1265",1180,"laucode","price"
2017,"all","1265",1337,"laucode","price"
2017,"flat","1265",1028,"laucode","price"
2017,"house","1265",1295,"laucode","price"
2018,"all","1265",1381,"laucode","price"
2018,"flat","1265",1061,"laucode","price"
2018,"house","1265",1337,"laucode","price"
2019,"all","1265",1434,"laucode","price"
2019,"flat","1265",1102,"laucode","price"
2019,"house","1265",1401,"laucode","price"
2020,"all","1265",1556,"laucode","price"
2020,"flat","1265",1196,"laucode","price"
2020,"house","1265",1520,"laucode","price"
2021,"all","1265",1846,"laucode","price"
2021,"flat","1265",1418,"laucode","price"
2021,"house","1265",1802,"laucode","price"
2022,"all","1265",1914,"laucode","price"
2022,"flat","1265",1470,"laucode","price"
2022,"house","1265",1869,"laucode","price"
2023,"all","1265",1673,"laucode","price"
2023,"flat","1265",1285,"laucode","price"
2023,"house","1265",1634,"laucode","price"
2024,"all","1265",1738,"laucode","price"
2024,"flat","1265",1322,"laucode","price"
2024,"house","1265",1681,"laucode","price"
2013,"all","1266",1016,"laucode","price"
2013,"flat","1266",1259,"laucode","price"
2013,"house","1266",937,"laucode","price"
2014,"all","1266",1058,"laucode","price"
2014,"flat","1266",1330,"laucode","price"
2014,"house","1266",975,"laucode","price"
2015,"all","1266",1154,"laucode","price"
2015,"flat","1266",1451,"laucode","price"
2015,"house","1266",1065,"laucode","price"
2016,"all","1266",1317,"laucode","price"
2016,"flat","1266",1639,"laucode","price"
2016,"house","1266",1213,"laucode","price"
2017,"all","1266",1445,"laucode","price"
2017,"flat","1266",1799,"laucode","price"
2017,"house","1266",1331,"laucode","price"
2018,"all","1266",1492,"laucode","price"
2018,"flat","1266",1858,"laucode","price"
2018,"house","1266",1375,"laucode","price"
2019,"all","1266",1549,"laucode","price"
2019,"flat","1266",1900,"laucode","price"
2019,"house","1266",1428,"laucode","price"
2020,"all","1266",1682,"laucode","price"
2020,"flat","1266",2062,"laucode","price"
2020,"house","1266",1549,"laucode","price"
2021,"all","1266",1994,"laucode","price"
2021,"flat","1266",2483,"laucode","price"
2021,"house","1266",1853,"laucode","price"
2022,"all","1266",2088,"laucode","price"
2022,"flat","1266",2575,"laucode","price"
2022,"house","1266",1922,"laucode","price"
2023,"all","1266",1825,"laucode","price"
2023,"flat","1266",2251,"laucode","price"
2023,"house","1266",1680,"laucode","price"
2024,"all","1266",1860,"laucode","price"
2024,"flat","1266",2316,"laucode","price"
2024,"house","1266",1728,"laucode","price"
2013,"all","1267",1041,"laucode","price"
2013,"flat","1267",1193,"laucode","price"
2013,"house","1267",970,"laucode","price"
2014,"all","1267",1083,"laucode","price"
2014,"flat","1267",1241,"laucode","price"
2014,"house","1267",1018,"laucode","price"
2015,"all","1267",1182,"laucode","price"
2015,"flat","1267",1354,"laucode","price"
2015,"house","1267",1102,"laucode","price"
2016,"all","1267",1336,"laucode","price"
2016,"flat","1267",1530,"laucode","price"
2016,"house","1267",1245,"laucode","price"
2017,"all","1267",1466,"laucode","price"
2017,"flat","1267",1680,"laucode","price"
2017,"house","1267",1366,"laucode","price"
2018,"all","1267",1514,"laucode","price"
2018,"flat","1267",1734,"laucode","price"
2018,"house","1267",1411,"laucode","price"
2019,"all","1267",1572,"laucode","price"
2019,"flat","1267",1801,"laucode","price"
2019,"house","1267",1465,"laucode","price"
2020,"all","1267",1706,"laucode","price"
2020,"flat","1267",1955,"laucode","price"
2020,"house","1267",1603,"laucode","price"
2021,"all","1267",2042,"laucode","price"
2021,"flat","1267",2318,"laucode","price"
2021,"house","1267",1901,"laucode","price"
2022,"all","1267",2118,"laucode","price"
2022,"flat","1267",2403,"laucode","price"
2022,"house","1267",1972,"laucode","price"
2023,"all","1267",1868,"laucode","price"
2023,"flat","1267",2101,"laucode","price"
2023,"house","1267",1723,"laucode","price"
2024,"all","1267",1922,"laucode","price"
2024,"flat","1267",2162,"laucode","price"
2024,"house","1267",1773,"laucode","price"
2013,"all","1270",984,"laucode","price"
2013,"flat","1270",722,"laucode","price"
2013,"house","1270",969,"laucode","price"
2014,"all","1270",1024,"laucode","price"
2014,"flat","1270",751,"laucode","price"
2014,"house","1270",1017,"laucode","price"
2015,"all","1270",1118,"laucode","price"
2015,"flat","1270",820,"laucode","price"
2015,"house","1270",1101,"laucode","price"
2016,"all","1270",1263,"laucode","price"
2016,"flat","1270",926,"laucode","price"
2016,"house","1270",1243,"laucode","price"
2017,"all","1270",1386,"laucode","price"
2017,"flat","1270",1017,"laucode","price"
2017,"house","1270",1365,"laucode","price"
2018,"all","1270",1431,"laucode","price"
2018,"flat","1270",1050,"laucode","price"
2018,"house","1270",1409,"laucode","price"
2019,"all","1270",1486,"laucode","price"
2019,"flat","1270",1090,"laucode","price"
2019,"house","1270",1463,"laucode","price"
2020,"all","1270",1613,"laucode","price"
2020,"flat","1270",1183,"laucode","price"
2020,"house","1270",1602,"laucode","price"
2021,"all","1270",1931,"laucode","price"
2021,"flat","1270",1403,"laucode","price"
2021,"house","1270",1900,"laucode","price"
2022,"all","1270",2002,"laucode","price"
2022,"flat","1270",1455,"laucode","price"
2022,"house","1270",1970,"laucode","price"
2023,"all","1270",1750,"laucode","price"
2023,"flat","1270",1272,"laucode","price"
2023,"house","1270",1722,"laucode","price"
2024,"all","1270",1801,"laucode","price"
2024,"flat","1270",1328,"laucode","price"
2024,"house","1270",1756,"laucode","price"
2013,"all","1272",724,"laucode","price"
2013,"flat","1272",298,"laucode","price"
2013,"house","1272",675,"laucode","price"
2014,"all","1272",754,"laucode","price"
2014,"flat","1272",310,"laucode","price"
2014,"house","1272",703,"laucode","price"
2015,"all","1272",822,"laucode","price"
2015,"flat","1272",339,"laucode","price"
2015,"house","1272",767,"laucode","price"
2016,"all","1272",929,"laucode","price"
2016,"flat","1272",383,"laucode","price"
2016,"house","1272",866,"laucode","price"
2017,"all","1272",1020,"laucode","price"
2017,"flat","1272",426,"laucode","price"
2017,"house","1272",951,"laucode","price"
2018,"all","1272",1063,"laucode","price"
2018,"flat","1272",434,"laucode","price"
2018,"house","1272",981,"laucode","price"
2019,"all","1272",1104,"laucode","price"
2019,"flat","1272",450,"laucode","price"
2019,"house","1272",1019,"laucode","price"
2020,"all","1272",1199,"laucode","price"
2020,"flat","1272",489,"laucode","price"
2020,"house","1272",1106,"laucode","price"
2021,"all","1272",1421,"laucode","price"
2021,"flat","1272",588,"laucode","price"
2021,"house","1272",1312,"laucode","price"
2022,"all","1272",1474,"laucode","price"
2022,"flat","1272",610,"laucode","price"
2022,"house","1272",1360,"laucode","price"
2023,"all","1272",1288,"laucode","price"
2023,"flat","1272",533,"laucode","price"
2023,"house","1272",1189,"laucode","price"
2024,"all","1272",1326,"laucode","price"
2024,"flat","1272",549,"laucode","price"
2024,"house","1272",1224,"laucode","price"
2013,"all","1273",569,"laucode","price"
2013,"flat","1273",769,"laucode","price"
2013,"house","1273",502,"laucode","price"
2014,"all","1273",592,"laucode","price"
2014,"flat","1273",801,"laucode","price"
2014,"house","1273",522,"laucode","price"
2015,"all","1273",653,"laucode","price"
2015,"flat","1273",874,"laucode","price"
2015,"house","1273",570,"laucode","price"
2016,"all","1273",737,"laucode","price"
2016,"flat","1273",987,"laucode","price"
2016,"house","1273",643,"laucode","price"
2017,"all","1273",809,"laucode","price"
2017,"flat","1273",1083,"laucode","price"
2017,"house","1273",706,"laucode","price"
2018,"all","1273",836,"laucode","price"
2018,"flat","1273",1119,"laucode","price"
2018,"house","1273",735,"laucode","price"
2019,"all","1273",876,"laucode","price"
2019,"flat","1273",1162,"laucode","price"
2019,"house","1273",763,"laucode","price"
2020,"all","1273",942,"laucode","price"
2020,"flat","1273",1261,"laucode","price"
2020,"house","1273",829,"laucode","price"
2021,"all","1273",1128,"laucode","price"
2021,"flat","1273",1495,"laucode","price"
2021,"house","1273",983,"laucode","price"
2022,"all","1273",1170,"laucode","price"
2022,"flat","1273",1527,"laucode","price"
2022,"house","1273",1019,"laucode","price"
2023,"all","1273",1022,"laucode","price"
2023,"flat","1273",1355,"laucode","price"
2023,"house","1273",891,"laucode","price"
2024,"all","1273",1052,"laucode","price"
2024,"flat","1273",1394,"laucode","price"
2024,"house","1273",916,"laucode","price"
2013,"all","1275",660,"laucode","price"
2013,"flat","1275",410,"laucode","price"
2013,"house","1275",632,"laucode","price"
2014,"all","1275",687,"laucode","price"
2014,"flat","1275",427,"laucode","price"
2014,"house","1275",658,"laucode","price"
2015,"all","1275",750,"laucode","price"
2015,"flat","1275",466,"laucode","price"
2015,"house","1275",718,"laucode","price"
2016,"all","1275",847,"laucode","price"
2016,"flat","1275",526,"laucode","price"
2016,"house","1275",811,"laucode","price"
2017,"all","1275",930,"laucode","price"
2017,"flat","1275",578,"laucode","price"
2017,"house","1275",890,"laucode","price"
2018,"all","1275",960,"laucode","price"
2018,"flat","1275",596,"laucode","price"
2018,"house","1275",919,"laucode","price"
2019,"all","1275",997,"laucode","price"
2019,"flat","1275",619,"laucode","price"
2019,"house","1275",955,"laucode","price"
2020,"all","1275",1082,"laucode","price"
2020,"flat","1275",672,"laucode","price"
2020,"house","1275",1036,"laucode","price"
2021,"all","1275",1297,"laucode","price"
2021,"flat","1275",797,"laucode","price"
