"year","LAU_CODE","type.of.building","avg_floor_m2"
2013,"563","flat",81986
2014,"563","flat",81986
2015,"563","flat",81532
2016,"563","flat",81532
2017,"563","flat",81628
2018,"563","flat",81724
2019,"563","flat",84322
2020,"563","flat",84036
2013,"563","other",3923
2014,"563","other",3928
2015,"563","other",3928
2016,"563","other",3928
2017,"563","other",4033
2018,"563","other",4033
2019,"563","other",4028
2020,"563","other",3993
2013,"580","house",3003306
2014,"580","house",3076603
2015,"580","house",3129832
2016,"580","house",3163581
2017,"580","house",3219022
2018,"580","house",3239536
2019,"580","house",3266334
2020,"580","house",3288124
2013,"580","flat",2953765
2014,"580","flat",2969714
2015,"580","flat",3022724
2016,"580","flat",3106254
2017,"580","flat",3205892
2018,"580","flat",3284838
2019,"580","flat",3345624
2020,"580","flat",3392161
2013,"580","other",82330
2014,"580","other",82524
2015,"580","other",73008
2016,"580","other",17296
2017,"580","other",8642
2018,"580","other",8838
2019,"580","other",8757
2020,"580","other",8596
2013,"581","house",2667109
2014,"581","house",2683692
2015,"581","house",2699089
2016,"581","house",2711456
2017,"581","house",2731889
2018,"581","house",2753180
2019,"581","house",2779992
2020,"581","house",2799963
2013,"581","flat",2652313
2014,"581","flat",2680217
2015,"581","flat",2742864
2016,"581","flat",2753980
2017,"581","flat",2780465
2018,"581","flat",2830342
2019,"581","flat",2860446
2020,"581","flat",2888980
2013,"581","other",62333
2014,"581","other",61116
2015,"581","other",61318
2016,"581","other",63564
2017,"581","other",58856
2018,"581","other",63986
2019,"581","other",64697
2020,"581","other",68468
2013,"582","house",470752
2014,"582","house",476556
2015,"582","house",481070
2016,"582","house",483430
2017,"582","house",486840
2018,"582","house",489410
2019,"582","house",488686
2020,"582","house",494580
2013,"582","flat",143422
2014,"582","flat",146008
2015,"582","flat",148296
2016,"582","flat",152020
2017,"582","flat",152496
2018,"582","flat",155488
2019,"582","flat",155549
2020,"582","flat",156436
2013,"582","other",6320
2014,"582","other",6235
2015,"582","other",6125
2016,"582","other",6322
2017,"582","other",6517
2018,"582","other",6648
2019,"582","other",6648
2020,"582","other",6724
2013,"583","house",1219178
2014,"583","house",1222934
2015,"583","house",1229184
2016,"583","house",1238412
2017,"583","house",1245909
2018,"583","house",1252886
2019,"583","house",1254300
2020,"583","house",1258864
2013,"583","flat",621797
2014,"583","flat",623283
2015,"583","flat",625296
2016,"583","flat",626204
2017,"583","flat",632010
2018,"583","flat",631922
2019,"583","flat",636390
2020,"583","flat",639912
2013,"583","other",23740
2014,"583","other",23884
2015,"583","other",23703
2016,"583","other",23541
2017,"583","other",24003
2018,"583","other",23928
2019,"583","other",23419
2020,"583","other",23284
2013,"584","house",237185
2014,"584","house",238480
2015,"584","house",239678
2016,"584","house",236878
2017,"584","house",244284
2018,"584","house",245460
2019,"584","house",244308
2020,"584","house",249442
2013,"584","flat",113564
2014,"584","flat",113987
2015,"584","flat",114072
2016,"584","flat",114816
2017,"584","flat",113824
2018,"584","flat",114082
2019,"584","flat",114052
2020,"584","flat",114567
2013,"584","other",9214
2014,"584","other",9284
2015,"584","other",9284
2016,"584","other",9541
2017,"584","other",9646
2018,"584","other",9712
2019,"584","other",9813
2020,"584","other",9858
2013,"586","house",800215
2014,"586","house",805458
2015,"586","house",811258
2016,"586","house",821454
2017,"586","house",831551
2018,"586","house",835746
2019,"586","house",840694
2020,"586","house",844016
2013,"586","flat",387114
2014,"586","flat",387364
2015,"586","flat",387368
2016,"586","flat",387740
2017,"586","flat",398742
2018,"586","flat",403725
2019,"586","flat",407356
2020,"586","flat",408052
2013,"586","other",13649
2014,"586","other",14968
2015,"586","other",15053
2016,"586","other",14711
2017,"586","other",14516
2018,"586","other",14516
2019,"586","other",14591
2020,"586","other",14411
2013,"604","house",268558
2014,"604","house",268748
2015,"604","house",271014
2016,"604","house",271386
2017,"604","house",273488
2018,"604","house",276129
2019,"604","house",277134
2020,"604","house",276826
2013,"604","flat",40292
2014,"604","flat",41869
2015,"604","flat",41245
2016,"604","flat",41366
2017,"604","flat",43296
2018,"604","flat",44359
2019,"604","flat",45846
2020,"604","flat",45846
2013,"604","other",4044
2014,"604","other",4119
2015,"604","other",4059
2016,"604","other",4059
2017,"604","other",4180
2018,"604","other",4180
2019,"604","other",4180
2020,"604","other",4180
2013,"617","house",355325
2014,"617","house",354638
2015,"617","house",355822
2016,"617","house",351486
2017,"617","house",354902
2018,"617","house",356580
2019,"617","house",357749
2020,"617","house",358879
2013,"617","flat",65916
2014,"617","flat",65916
2015,"617","flat",65916
2016,"617","flat",67740
2017,"617","flat",67740
2018,"617","flat",68526
2019,"617","flat",68526
2020,"617","flat",69167
2013,"617","other",2946
2014,"617","other",2946
2015,"617","other",3022
2016,"617","other",3872
2017,"617","other",4734
2018,"617","other",4734
2019,"617","other",4734
2020,"617","other",4589
2013,"642","house",274396
2014,"642","house",275486
2015,"642","house",277238
2016,"642","house",278461
2017,"642","house",278760
2018,"642","house",278648
2019,"642","house",279544
2020,"642","house",281590
2013,"642","flat",45496
2014,"642","flat",45496
2015,"642","flat",46237
2016,"642","flat",46237
2017,"642","flat",49260
2018,"642","flat",50424
2019,"642","flat",51674
2020,"642","flat",53250
2013,"642","other",3478
2014,"642","other",3478
2015,"642","other",2086
2016,"642","other",2086
2017,"642","other",2900
2018,"642","other",2935
2019,"642","other",2935
2020,"642","other",2935
2013,"662","house",1023698
2014,"662","house",1023711
2015,"662","house",1027374
2016,"662","house",1029364
2017,"662","house",1031801
2018,"662","house",1034576
2019,"662","house",1039400
2020,"662","house",1042159
2013,"662","flat",268610
2014,"662","flat",270256
2015,"662","flat",271382
2016,"662","flat",271470
2017,"662","flat",272658
2018,"662","flat",276218
2019,"662","flat",276420
2020,"662","flat",280096
2013,"662","other",20544
2014,"662","other",21721
2015,"662","other",23504
2016,"662","other",23354
2017,"662","other",24764
2018,"662","other",24679
2019,"662","other",24916
2020,"662","other",23656
2013,"665","house",504008
2014,"665","house",506680
2015,"665","house",508649
2016,"665","house",511066
2017,"665","house",517966
2018,"665","house",522708
2019,"665","house",524766
2020,"665","house",533136
2013,"665","flat",102562
2014,"665","flat",102833
2015,"665","flat",102833
2016,"665","flat",104882
2017,"665","flat",106000
2018,"665","flat",106591
2019,"665","flat",110442
2020,"665","flat",117332
2013,"665","other",4506
2014,"665","other",6690
2015,"665","other",6680
2016,"665","other",6926
2017,"665","other",7042
2018,"665","other",7042
2019,"665","other",7042
2020,"665","other",7197
2013,"680","house",3129016
2014,"680","house",3146523
2015,"680","house",3163828
2016,"680","house",3178786
2017,"680","house",3207548
2018,"680","house",3229028
2019,"680","house",3254268
2020,"680","house",3277868
2013,"680","flat",2281148
2014,"680","flat",2305602
2015,"680","flat",2330770
2016,"680","flat",2363104
2017,"680","flat",2416824
2018,"680","flat",2436125
2019,"680","flat",2488722
2020,"680","flat",2544961
2013,"680","other",87974
2014,"680","other",89575
2015,"680","other",93178
2016,"680","other",94686
2017,"680","other",95060
2018,"680","other",94900
2019,"680","other",95968
2020,"680","other",74790
2013,"682","house",953302
2014,"682","house",956550
2015,"682","house",958544
2016,"682","house",959658
2017,"682","house",963680
2018,"682","house",968971
2019,"682","house",974891
2020,"682","house",983427
2013,"682","flat",371163
2014,"682","flat",381396
2015,"682","flat",387854
2016,"682","flat",391323
2017,"682","flat",394740
2018,"682","flat",396978
2019,"682","flat",402420
2020,"682","flat",405935
2013,"682","other",23914
2014,"682","other",24150
2015,"682","other",19524
2016,"682","other",20624
2017,"682","other",18304
2018,"682","other",17280
2019,"682","other",17280
2020,"682","other",17778
2013,"683","house",1080396
2014,"683","house",1083500
2015,"683","house",1090024
2016,"683","house",1092977
2017,"683","house",1097358
2018,"683","house",1102290
2019,"683","house",1105082
2020,"683","house",1105432
2013,"683","flat",405325
2014,"683","flat",406950
2015,"683","flat",415828
2016,"683","flat",421088
2017,"683","flat",429579
2018,"683","flat",430830
2019,"683","flat",437094
2020,"683","flat",442887
2013,"683","other",23730
2014,"683","other",25248
2015,"683","other",22272
2016,"683","other",22915
2017,"683","other",23066
2018,"683","other",23037
2019,"683","other",21614
2020,"683","other",19212
2013,"684","house",415050
2014,"684","house",415060
2015,"684","house",417377
2016,"684","house",422859
2017,"684","house",426509
2018,"684","house",426816
2019,"684","house",426854
2020,"684","house",428378
2013,"684","flat",89548
2014,"684","flat",91500
2015,"684","flat",102265
2016,"684","flat",98717
2017,"684","flat",98944
2018,"684","flat",99542
2019,"684","flat",101969
2020,"684","flat",104504
2013,"684","other",5674
2014,"684","other",6442
2015,"684","other",7288
2016,"684","other",7418
2017,"684","other",7530
2018,"684","other",7615
2019,"684","other",7615
2020,"684","other",7615
2013,"685","house",1002454
2014,"685","house",1006421
2015,"685","house",1010876
2016,"685","house",1011241
2017,"685","house",1019153
2018,"685","house",1033863
2019,"685","house",1034324
2020,"685","house",1039852
2013,"685","flat",264682
2014,"685","flat",265088
2015,"685","flat",268596
2016,"685","flat",269343
2017,"685","flat",277883
2018,"685","flat",285838
2019,"685","flat",287854
2020,"685","flat",289878
2013,"685","other",15174
2014,"685","other",15108
2015,"685","other",15295
2016,"685","other",16572
2017,"685","other",15454
2018,"685","other",15297
2019,"685","other",15302
2020,"685","other",13160
2013,"686","house",582654
2014,"686","house",586100
2015,"686","house",589051
2016,"686","house",587944
2017,"686","house",592779
2018,"686","house",598896
2019,"686","house",601258
2020,"686","house",605240
2013,"686","flat",216817
2014,"686","flat",222194
2015,"686","flat",223000
2016,"686","flat",226512
2017,"686","flat",227259
2018,"686","flat",230982
2019,"686","flat",235678
2020,"686","flat",238014
2013,"686","other",15649
2014,"686","other",15187
2015,"686","other",16734
2016,"686","other",17072
2017,"686","other",17294
2018,"686","other",18336
2019,"686","other",17667
2020,"686","other",17702
2013,"687","house",506742
2014,"687","house",508306
2015,"687","house",509726
2016,"687","house",511192
2017,"687","house",511100
2018,"687","house",511536
2019,"687","house",513286
2020,"687","house",514496
2013,"687","flat",302614
2014,"687","flat",304240
2015,"687","flat",305800
2016,"687","flat",309117
2017,"687","flat",309117
2018,"687","flat",310442
2019,"687","flat",315972
2020,"687","flat",319710
2013,"687","other",25562
2014,"687","other",25803
2015,"687","other",25803
2016,"687","other",25526
2017,"687","other",25692
2018,"687","other",25834
2019,"687","other",26490
2020,"687","other",27126
2013,"760","house",394320
2014,"760","house",394926
2015,"760","house",395779
2016,"760","house",399947
2017,"760","house",404802
2018,"760","house",401826
2019,"760","house",401359
2020,"760","house",400732
2013,"760","flat",65179
2014,"760","flat",64957
2015,"760","flat",65581
2016,"760","flat",65396
2017,"760","flat",66392
2018,"760","flat",67324
2019,"760","flat",68570
2020,"760","flat",70965
2013,"760","other",4956
2014,"760","other",4956
2015,"760","other",4956
2016,"760","other",5202
2017,"760","other",5202
2018,"760","other",5590
2019,"760","other",5590
2020,"760","other",5590
2013,"761","house",332928
2014,"761","house",332108
2015,"761","house",332708
2016,"761","house",334310
2017,"761","house",336646
2018,"761","house",334658
2019,"761","house",337031
2020,"761","house",338754
2013,"761","flat",55850
2014,"761","flat",55886
2015,"761","flat",55140
2016,"761","flat",55146
2017,"761","flat",56180
2018,"761","flat",56196
2019,"761","flat",56272
2020,"761","flat",58186
2013,"761","other",4559
2014,"761","other",4559
2015,"761","other",4861
2016,"761","other",4861
2017,"761","other",4861
2018,"761","other",4916
2019,"761","other",4916
2020,"761","other",4916
2013,"763","house",549026
2014,"763","house",550981
2015,"763","house",552175
2016,"763","house",552491
2017,"763","house",553824
2018,"763","house",554432
2019,"763","house",555498
2020,"763","house",554342
2013,"763","flat",81740
2014,"763","flat",83468
2015,"763","flat",84370
2016,"763","flat",84683
2017,"763","flat",84870
2018,"763","flat",86172
2019,"763","flat",87362
2020,"763","flat",87948
2013,"763","other",11248
2014,"763","other",11610
2015,"763","other",11530
2016,"763","other",11530
2017,"763","other",11717
2018,"763","other",12180
2019,"763","other",11838
2020,"763","other",11838
2013,"764","house",764095
2014,"764","house",765262
2015,"764","house",768735
2016,"764","house",766684
2017,"764","house",772146
2018,"764","house",775030
2019,"764","house",774543
2020,"764","house",778300
2013,"764","flat",138708
2014,"764","flat",139490
2015,"764","flat",139935
2016,"764","flat",143118
2017,"764","flat",143688
2018,"764","flat",146947
2019,"764","flat",148076
2020,"764","flat",154797
2013,"764","other",12758
2014,"764","other",12823
2015,"764","other",13110
2016,"764","other",13745
2017,"764","other",13780
2018,"764","other",13780
2019,"764","other",13780
2020,"764","other",13796
2013,"765","house",606436
2014,"765","house",608898
2015,"765","house",614130
2016,"765","house",622715
2017,"765","house",629964
2018,"765","house",639315
2019,"765","house",642960
2020,"765","house",647825
2013,"765","flat",131870
2014,"765","flat",136626
2015,"765","flat",140604
2016,"765","flat",143254
2017,"765","flat",145894
2018,"765","flat",149014
2019,"765","flat",154110
2020,"765","flat",162356
2013,"765","other",12952
2014,"765","other",12278
2015,"765","other",12539
2016,"765","other",13422
2017,"765","other",13498
2018,"765","other",13498
2019,"765","other",13708
2020,"765","other",13924
