"nuts","year","value","level","type.of.building","indicator"
"2417","2018",1427,"laucode","house","dwelling"
"2417","2019",1413,"laucode","house","dwelling"
"2417","2020",1398,"laucode","house","dwelling"
"2417","2013",423,"laucode","flat","dwelling"
"2417","2014",423,"laucode","flat","dwelling"
"2417","2015",426,"laucode","flat","dwelling"
"2417","2016",426,"laucode","flat","dwelling"
"2417","2017",444,"laucode","flat","dwelling"
"2417","2018",444,"laucode","flat","dwelling"
"2417","2019",447,"laucode","flat","dwelling"
"2417","2020",447,"laucode","flat","dwelling"
"2417","2013",19,"laucode","other","dwelling"
"2417","2014",19,"laucode","other","dwelling"
"2417","2015",19,"laucode","other","dwelling"
"2417","2016",25,"laucode","other","dwelling"
"2417","2017",26,"laucode","other","dwelling"
"2417","2018",26,"laucode","other","dwelling"
"2417","2019",26,"laucode","other","dwelling"
"2417","2020",27,"laucode","other","dwelling"
"2418","2013",1139,"laucode","house","dwelling"
"2418","2014",1134,"laucode","house","dwelling"
"2418","2015",1120,"laucode","house","dwelling"
"2418","2016",1110,"laucode","house","dwelling"
"2418","2017",1126,"laucode","house","dwelling"
"2418","2018",1119,"laucode","house","dwelling"
"2418","2019",1097,"laucode","house","dwelling"
"2418","2020",1096,"laucode","house","dwelling"
"2418","2013",369,"laucode","flat","dwelling"
"2418","2014",369,"laucode","flat","dwelling"
"2418","2015",369,"laucode","flat","dwelling"
"2418","2016",369,"laucode","flat","dwelling"
"2418","2017",392,"laucode","flat","dwelling"
"2418","2018",392,"laucode","flat","dwelling"
"2418","2019",388,"laucode","flat","dwelling"
"2418","2020",388,"laucode","flat","dwelling"
"2418","2013",7,"laucode","other","dwelling"
"2418","2014",7,"laucode","other","dwelling"
"2418","2015",7,"laucode","other","dwelling"
"2418","2016",7,"laucode","other","dwelling"
"2418","2017",9,"laucode","other","dwelling"
"2418","2018",9,"laucode","other","dwelling"
"2418","2019",10,"laucode","other","dwelling"
"2418","2020",9,"laucode","other","dwelling"
"2421","2013",2285,"laucode","house","dwelling"
"2421","2014",2269,"laucode","house","dwelling"
"2421","2015",2227,"laucode","house","dwelling"
"2421","2016",2291,"laucode","house","dwelling"
"2421","2017",2337,"laucode","house","dwelling"
"2421","2018",2300,"laucode","house","dwelling"
"2421","2019",2283,"laucode","house","dwelling"
"2421","2020",2330,"laucode","house","dwelling"
"2421","2013",730,"laucode","flat","dwelling"
"2421","2014",732,"laucode","flat","dwelling"
"2421","2015",732,"laucode","flat","dwelling"
"2421","2016",720,"laucode","flat","dwelling"
"2421","2017",720,"laucode","flat","dwelling"
"2421","2018",734,"laucode","flat","dwelling"
"2421","2019",738,"laucode","flat","dwelling"
"2421","2020",771,"laucode","flat","dwelling"
"2421","2013",115,"laucode","other","dwelling"
"2421","2014",115,"laucode","other","dwelling"
"2421","2015",114,"laucode","other","dwelling"
"2421","2016",123,"laucode","other","dwelling"
"2421","2017",121,"laucode","other","dwelling"
"2421","2018",103,"laucode","other","dwelling"
"2421","2019",106,"laucode","other","dwelling"
"2421","2020",109,"laucode","other","dwelling"
"2422","2013",1014,"laucode","house","dwelling"
"2422","2014",1003,"laucode","house","dwelling"
"2422","2015",973,"laucode","house","dwelling"
"2422","2016",1021,"laucode","house","dwelling"
"2422","2017",1024,"laucode","house","dwelling"
"2422","2018",1025,"laucode","house","dwelling"
"2422","2019",1019,"laucode","house","dwelling"
"2422","2020",1010,"laucode","house","dwelling"
"2422","2013",250,"laucode","flat","dwelling"
"2422","2014",250,"laucode","flat","dwelling"
"2422","2015",250,"laucode","flat","dwelling"
"2422","2016",246,"laucode","flat","dwelling"
"2422","2017",246,"laucode","flat","dwelling"
"2422","2018",242,"laucode","flat","dwelling"
"2422","2019",242,"laucode","flat","dwelling"
"2422","2020",242,"laucode","flat","dwelling"
"2422","2013",23,"laucode","other","dwelling"
"2422","2014",23,"laucode","other","dwelling"
"2422","2015",23,"laucode","other","dwelling"
"2422","2016",26,"laucode","other","dwelling"
"2422","2017",26,"laucode","other","dwelling"
"2422","2018",31,"laucode","other","dwelling"
"2422","2019",30,"laucode","other","dwelling"
"2422","2020",30,"laucode","other","dwelling"
"2425","2013",995,"laucode","house","dwelling"
"2425","2014",1007,"laucode","house","dwelling"
"2425","2015",941,"laucode","house","dwelling"
"2425","2016",957,"laucode","house","dwelling"
"2425","2017",955,"laucode","house","dwelling"
"2425","2018",952,"laucode","house","dwelling"
"2425","2019",952,"laucode","house","dwelling"
"2425","2020",969,"laucode","house","dwelling"
"2425","2013",433,"laucode","flat","dwelling"
"2425","2014",433,"laucode","flat","dwelling"
"2425","2015",433,"laucode","flat","dwelling"
"2425","2016",433,"laucode","flat","dwelling"
"2425","2017",433,"laucode","flat","dwelling"
"2425","2018",433,"laucode","flat","dwelling"
"2425","2019",433,"laucode","flat","dwelling"
"2425","2020",433,"laucode","flat","dwelling"
"2425","2013",23,"laucode","other","dwelling"
"2425","2014",23,"laucode","other","dwelling"
"2425","2015",23,"laucode","other","dwelling"
"2425","2016",23,"laucode","other","dwelling"
"2425","2017",23,"laucode","other","dwelling"
"2425","2018",23,"laucode","other","dwelling"
"2425","2019",23,"laucode","other","dwelling"
"2425","2020",23,"laucode","other","dwelling"
"2460","2013",2465,"laucode","house","dwelling"
"2460","2014",2452,"laucode","house","dwelling"
"2460","2015",2478,"laucode","house","dwelling"
"2460","2016",2491,"laucode","house","dwelling"
"2460","2017",2520,"laucode","house","dwelling"
"2460","2018",2518,"laucode","house","dwelling"
"2460","2019",2522,"laucode","house","dwelling"
"2460","2020",2545,"laucode","house","dwelling"
"2460","2013",1327,"laucode","flat","dwelling"
"2460","2014",1337,"laucode","flat","dwelling"
"2460","2015",1354,"laucode","flat","dwelling"
"2460","2016",1357,"laucode","flat","dwelling"
"2460","2017",1394,"laucode","flat","dwelling"
"2460","2018",1413,"laucode","flat","dwelling"
"2460","2019",1437,"laucode","flat","dwelling"
"2460","2020",1441,"laucode","flat","dwelling"
"2460","2013",132,"laucode","other","dwelling"
"2460","2014",138,"laucode","other","dwelling"
"2460","2015",148,"laucode","other","dwelling"
"2460","2016",148,"laucode","other","dwelling"
"2460","2017",148,"laucode","other","dwelling"
"2460","2018",139,"laucode","other","dwelling"
"2460","2019",139,"laucode","other","dwelling"
"2460","2020",139,"laucode","other","dwelling"
"2462","2013",2294,"laucode","house","dwelling"
"2462","2014",2278,"laucode","house","dwelling"
"2462","2015",2207,"laucode","house","dwelling"
"2462","2016",2256,"laucode","house","dwelling"
"2462","2017",2272,"laucode","house","dwelling"
"2462","2018",2268,"laucode","house","dwelling"
"2462","2019",2275,"laucode","house","dwelling"
"2462","2020",2265,"laucode","house","dwelling"
"2462","2013",1130,"laucode","flat","dwelling"
"2462","2014",1130,"laucode","flat","dwelling"
"2462","2015",1130,"laucode","flat","dwelling"
"2462","2016",1130,"laucode","flat","dwelling"
"2462","2017",1130,"laucode","flat","dwelling"
"2462","2018",1130,"laucode","flat","dwelling"
"2462","2019",1107,"laucode","flat","dwelling"
"2462","2020",1107,"laucode","flat","dwelling"
"2462","2013",42,"laucode","other","dwelling"
"2462","2014",42,"laucode","other","dwelling"
"2462","2015",48,"laucode","other","dwelling"
"2462","2016",48,"laucode","other","dwelling"
"2462","2017",48,"laucode","other","dwelling"
"2462","2018",49,"laucode","other","dwelling"
"2462","2019",49,"laucode","other","dwelling"
"2462","2020",50,"laucode","other","dwelling"
"2463","2013",1129,"laucode","house","dwelling"
"2463","2014",1115,"laucode","house","dwelling"
"2463","2015",1059,"laucode","house","dwelling"
"2463","2016",1098,"laucode","house","dwelling"
"2463","2017",1104,"laucode","house","dwelling"
"2463","2018",1102,"laucode","house","dwelling"
"2463","2019",1094,"laucode","house","dwelling"
"2463","2020",1095,"laucode","house","dwelling"
"2463","2013",400,"laucode","flat","dwelling"
"2463","2014",400,"laucode","flat","dwelling"
"2463","2015",400,"laucode","flat","dwelling"
"2463","2016",400,"laucode","flat","dwelling"
"2463","2017",400,"laucode","flat","dwelling"
"2463","2018",394,"laucode","flat","dwelling"
"2463","2019",394,"laucode","flat","dwelling"
"2463","2020",394,"laucode","flat","dwelling"
"2463","2013",44,"laucode","other","dwelling"
"2463","2014",44,"laucode","other","dwelling"
"2463","2015",44,"laucode","other","dwelling"
"2463","2016",44,"laucode","other","dwelling"
"2463","2017",44,"laucode","other","dwelling"
"2463","2018",44,"laucode","other","dwelling"
"2463","2019",44,"laucode","other","dwelling"
"2463","2020",44,"laucode","other","dwelling"
"2480","2013",20032,"laucode","house","dwelling"
"2480","2014",20169,"laucode","house","dwelling"
"2480","2015",20386,"laucode","house","dwelling"
"2480","2016",21123,"laucode","house","dwelling"
"2480","2017",21439,"laucode","house","dwelling"
"2480","2018",21595,"laucode","house","dwelling"
"2480","2019",21692,"laucode","house","dwelling"
"2480","2020",21891,"laucode","house","dwelling"
"2480","2013",31778,"laucode","flat","dwelling"
"2480","2014",32421,"laucode","flat","dwelling"
"2480","2015",33568,"laucode","flat","dwelling"
"2480","2016",34523,"laucode","flat","dwelling"
"2480","2017",35891,"laucode","flat","dwelling"
"2480","2018",36710,"laucode","flat","dwelling"
"2480","2019",37202,"laucode","flat","dwelling"
"2480","2020",36943,"laucode","flat","dwelling"
"2480","2013",995,"laucode","other","dwelling"
"2480","2014",721,"laucode","other","dwelling"
"2480","2015",721,"laucode","other","dwelling"
"2480","2016",817,"laucode","other","dwelling"
"2480","2017",747,"laucode","other","dwelling"
"2480","2018",745,"laucode","other","dwelling"
"2480","2019",830,"laucode","other","dwelling"
"2480","2020",810,"laucode","other","dwelling"
"2481","2013",3273,"laucode","house","dwelling"
"2481","2014",3252,"laucode","house","dwelling"
"2481","2015",3203,"laucode","house","dwelling"
"2481","2016",3256,"laucode","house","dwelling"
"2481","2017",3297,"laucode","house","dwelling"
"2481","2018",3298,"laucode","house","dwelling"
"2481","2019",3300,"laucode","house","dwelling"
"2481","2020",3311,"laucode","house","dwelling"
"2481","2013",2880,"laucode","flat","dwelling"
"2481","2014",2885,"laucode","flat","dwelling"
"2481","2015",2892,"laucode","flat","dwelling"
"2481","2016",2888,"laucode","flat","dwelling"
"2481","2017",2890,"laucode","flat","dwelling"
"2481","2018",2890,"laucode","flat","dwelling"
"2481","2019",2890,"laucode","flat","dwelling"
"2481","2020",2894,"laucode","flat","dwelling"
"2481","2013",87,"laucode","other","dwelling"
"2481","2014",93,"laucode","other","dwelling"
"2481","2015",104,"laucode","other","dwelling"
"2481","2016",104,"laucode","other","dwelling"
"2481","2017",105,"laucode","other","dwelling"
"2481","2018",105,"laucode","other","dwelling"
"2481","2019",105,"laucode","other","dwelling"
"2481","2020",107,"laucode","other","dwelling"
"2482","2013",18520,"laucode","house","dwelling"
"2482","2014",18394,"laucode","house","dwelling"
"2482","2015",18380,"laucode","house","dwelling"
"2482","2016",18714,"laucode","house","dwelling"
"2482","2017",18788,"laucode","house","dwelling"
"2482","2018",18772,"laucode","house","dwelling"
"2482","2019",18722,"laucode","house","dwelling"
"2482","2020",18726,"laucode","house","dwelling"
"2482","2013",14539,"laucode","flat","dwelling"
"2482","2014",14726,"laucode","flat","dwelling"
"2482","2015",14879,"laucode","flat","dwelling"
"2482","2016",15052,"laucode","flat","dwelling"
"2482","2017",15135,"laucode","flat","dwelling"
"2482","2018",15219,"laucode","flat","dwelling"
"2482","2019",15284,"laucode","flat","dwelling"
"2482","2020",15470,"laucode","flat","dwelling"
"2482","2013",932,"laucode","other","dwelling"
"2482","2014",934,"laucode","other","dwelling"
"2482","2015",947,"laucode","other","dwelling"
"2482","2016",964,"laucode","other","dwelling"
"2482","2017",972,"laucode","other","dwelling"
"2482","2018",975,"laucode","other","dwelling"
"2482","2019",979,"laucode","other","dwelling"
"2482","2020",977,"laucode","other","dwelling"
"2505","2013",2036,"laucode","house","dwelling"
"2505","2014",2030,"laucode","house","dwelling"
"2505","2015",2044,"laucode","house","dwelling"
"2505","2016",2101,"laucode","house","dwelling"
"2505","2017",2110,"laucode","house","dwelling"
"2505","2018",2129,"laucode","house","dwelling"
"2505","2019",2114,"laucode","house","dwelling"
"2505","2020",2132,"laucode","house","dwelling"
"2505","2013",1053,"laucode","flat","dwelling"
"2505","2014",1069,"laucode","flat","dwelling"
"2505","2015",1255,"laucode","flat","dwelling"
"2505","2016",1256,"laucode","flat","dwelling"
"2505","2017",1261,"laucode","flat","dwelling"
"2505","2018",1243,"laucode","flat","dwelling"
"2505","2019",1243,"laucode","flat","dwelling"
"2505","2020",1243,"laucode","flat","dwelling"
"2505","2013",102,"laucode","other","dwelling"
"2505","2014",86,"laucode","other","dwelling"
"2505","2015",88,"laucode","other","dwelling"
"2505","2016",94,"laucode","other","dwelling"
"2505","2017",93,"laucode","other","dwelling"
"2505","2018",103,"laucode","other","dwelling"
"2505","2019",108,"laucode","other","dwelling"
"2505","2020",106,"laucode","other","dwelling"
"2506","2013",1066,"laucode","house","dwelling"
"2506","2014",1059,"laucode","house","dwelling"
"2506","2015",1052,"laucode","house","dwelling"
"2506","2016",1100,"laucode","house","dwelling"
"2506","2017",1111,"laucode","house","dwelling"
"2506","2018",1101,"laucode","house","dwelling"
"2506","2019",1101,"laucode","house","dwelling"
"2506","2020",1107,"laucode","house","dwelling"
"2506","2013",353,"laucode","flat","dwelling"
"2506","2014",353,"laucode","flat","dwelling"
"2506","2015",353,"laucode","flat","dwelling"
"2506","2016",357,"laucode","flat","dwelling"
"2506","2017",357,"laucode","flat","dwelling"
"2506","2018",357,"laucode","flat","dwelling"
"2506","2019",361,"laucode","flat","dwelling"
"2506","2020",361,"laucode","flat","dwelling"
"2506","2013",67,"laucode","other","dwelling"
"2506","2014",67,"laucode","other","dwelling"
"2506","2015",66,"laucode","other","dwelling"
"2506","2016",66,"laucode","other","dwelling"
"2506","2017",66,"laucode","other","dwelling"
"2506","2018",66,"laucode","other","dwelling"
"2506","2019",60,"laucode","other","dwelling"
"2506","2020",60,"laucode","other","dwelling"
"2510","2013",1824,"laucode","house","dwelling"
"2510","2014",1825,"laucode","house","dwelling"
"2510","2015",1803,"laucode","house","dwelling"
"2510","2016",1884,"laucode","house","dwelling"
"2510","2017",1898,"laucode","house","dwelling"
"2510","2018",1915,"laucode","house","dwelling"
"2510","2019",1893,"laucode","house","dwelling"
"2510","2020",1895,"laucode","house","dwelling"
"2510","2013",617,"laucode","flat","dwelling"
"2510","2014",617,"laucode","flat","dwelling"
"2510","2015",620,"laucode","flat","dwelling"
"2510","2016",620,"laucode","flat","dwelling"
"2510","2017",630,"laucode","flat","dwelling"
"2510","2018",629,"laucode","flat","dwelling"
"2510","2019",631,"laucode","flat","dwelling"
"2510","2020",631,"laucode","flat","dwelling"
"2510","2013",108,"laucode","other","dwelling"
"2510","2014",108,"laucode","other","dwelling"
"2510","2015",110,"laucode","other","dwelling"
"2510","2016",110,"laucode","other","dwelling"
"2510","2017",110,"laucode","other","dwelling"
"2510","2018",112,"laucode","other","dwelling"
"2510","2019",112,"laucode","other","dwelling"
"2510","2020",108,"laucode","other","dwelling"
"2513","2013",1310,"laucode","house","dwelling"
"2513","2014",1305,"laucode","house","dwelling"
"2513","2015",1281,"laucode","house","dwelling"
"2513","2016",1318,"laucode","house","dwelling"
"2513","2017",1313,"laucode","house","dwelling"
"2513","2018",1298,"laucode","house","dwelling"
"2513","2019",1295,"laucode","house","dwelling"
"2513","2020",1300,"laucode","house","dwelling"
"2513","2013",439,"laucode","flat","dwelling"
"2513","2014",450,"laucode","flat","dwelling"
"2513","2015",458,"laucode","flat","dwelling"
"2513","2016",458,"laucode","flat","dwelling"
"2513","2017",458,"laucode","flat","dwelling"
"2513","2018",458,"laucode","flat","dwelling"
