"Year","Quarter","County","Type of purchase-sale contract","Indicator","value"
"2007","1st quarter","Järva county","Purchase-sale contracts total","Number of contracts",191
"2007","1st quarter","Järva county","Purchase-sale contracts total","Value of contracts, thousand euros",3738.3
"2007","1st quarter","Järva county","Purchase-sale contracts of real estate","Number of contracts",191
"2007","1st quarter","Järva county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",3738.3
"2007","1st quarter","Järva county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",61
"2007","1st quarter","Järva county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",703.1
"2007","1st quarter","Järva county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",30
"2007","1st quarter","Järva county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",1129.6
"2007","1st quarter","Järva county","..purchase-sale contracts of ownership of dwellings","Number of contracts",83
"2007","1st quarter","Järva county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",1581.2
"2007","1st quarter","Järva county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",17
"2007","1st quarter","Järva county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",324.3
"2007","1st quarter","Järva county","Purchase-sale contracts of right of superficies","Number of contracts",0
"2007","1st quarter","Järva county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",0
"2007","1st quarter","Järva county","Purchase-sale contracts of movable assets**","Number of contracts",NA
"2007","1st quarter","Järva county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",NA
"2007","1st quarter","Järva county","..purchase-sale contracts of residential buildings**","Number of contracts",NA
"2007","1st quarter","Järva county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Järva county","..purchase-sale contracts of dwellings**","Number of contracts",NA
"2007","1st quarter","Järva county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Järva county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",NA
"2007","1st quarter","Järva county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",NA
"2007","1st quarter","Lääne county","Purchase-sale contracts total","Number of contracts",311
"2007","1st quarter","Lääne county","Purchase-sale contracts total","Value of contracts, thousand euros",10367.6
"2007","1st quarter","Lääne county","Purchase-sale contracts of real estate","Number of contracts",311
"2007","1st quarter","Lääne county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",10367.6
"2007","1st quarter","Lääne county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",124
"2007","1st quarter","Lääne county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",2738.2
"2007","1st quarter","Lääne county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",46
"2007","1st quarter","Lääne county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",1949.7
"2007","1st quarter","Lääne county","..purchase-sale contracts of ownership of dwellings","Number of contracts",122
"2007","1st quarter","Lääne county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",3794.3
"2007","1st quarter","Lääne county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",19
"2007","1st quarter","Lääne county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",1885.3
"2007","1st quarter","Lääne county","Purchase-sale contracts of right of superficies","Number of contracts",0
"2007","1st quarter","Lääne county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",0
"2007","1st quarter","Lääne county","Purchase-sale contracts of movable assets**","Number of contracts",NA
"2007","1st quarter","Lääne county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",NA
"2007","1st quarter","Lääne county","..purchase-sale contracts of residential buildings**","Number of contracts",NA
"2007","1st quarter","Lääne county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Lääne county","..purchase-sale contracts of dwellings**","Number of contracts",NA
"2007","1st quarter","Lääne county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Lääne county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",NA
"2007","1st quarter","Lääne county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",NA
"2007","1st quarter","Lääne-Viru county","Purchase-sale contracts total","Number of contracts",533
"2007","1st quarter","Lääne-Viru county","Purchase-sale contracts total","Value of contracts, thousand euros",16226.8
"2007","1st quarter","Lääne-Viru county","Purchase-sale contracts of real estate","Number of contracts",532
"2007","1st quarter","Lääne-Viru county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",16198.1
"2007","1st quarter","Lääne-Viru county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",193
"2007","1st quarter","Lääne-Viru county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",3788.4
"2007","1st quarter","Lääne-Viru county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",88
"2007","1st quarter","Lääne-Viru county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",3549.1
"2007","1st quarter","Lääne-Viru county","..purchase-sale contracts of ownership of dwellings","Number of contracts",201
"2007","1st quarter","Lääne-Viru county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",4863.5
"2007","1st quarter","Lääne-Viru county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",50
"2007","1st quarter","Lääne-Viru county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",3997
"2007","1st quarter","Lääne-Viru county","Purchase-sale contracts of right of superficies","Number of contracts",1
"2007","1st quarter","Lääne-Viru county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",28.8
"2007","1st quarter","Lääne-Viru county","Purchase-sale contracts of movable assets**","Number of contracts",NA
"2007","1st quarter","Lääne-Viru county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",NA
"2007","1st quarter","Lääne-Viru county","..purchase-sale contracts of residential buildings**","Number of contracts",NA
"2007","1st quarter","Lääne-Viru county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Lääne-Viru county","..purchase-sale contracts of dwellings**","Number of contracts",NA
"2007","1st quarter","Lääne-Viru county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Lääne-Viru county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",NA
"2007","1st quarter","Lääne-Viru county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",NA
"2007","1st quarter","Põlva county","Purchase-sale contracts total","Number of contracts",163
"2007","1st quarter","Põlva county","Purchase-sale contracts total","Value of contracts, thousand euros",4365.2
"2007","1st quarter","Põlva county","Purchase-sale contracts of real estate","Number of contracts",162
"2007","1st quarter","Põlva county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",4340.2
"2007","1st quarter","Põlva county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",62
"2007","1st quarter","Põlva county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",990.9
"2007","1st quarter","Põlva county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",28
"2007","1st quarter","Põlva county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",847.8
"2007","1st quarter","Põlva county","..purchase-sale contracts of ownership of dwellings","Number of contracts",55
"2007","1st quarter","Põlva county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",1184.8
"2007","1st quarter","Põlva county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",17
"2007","1st quarter","Põlva county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",1316.8
"2007","1st quarter","Põlva county","Purchase-sale contracts of right of superficies","Number of contracts",1
"2007","1st quarter","Põlva county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",24.9
"2007","1st quarter","Põlva county","Purchase-sale contracts of movable assets**","Number of contracts",NA
"2007","1st quarter","Põlva county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",NA
"2007","1st quarter","Põlva county","..purchase-sale contracts of residential buildings**","Number of contracts",NA
"2007","1st quarter","Põlva county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Põlva county","..purchase-sale contracts of dwellings**","Number of contracts",NA
"2007","1st quarter","Põlva county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Põlva county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",NA
"2007","1st quarter","Põlva county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",NA
"2007","1st quarter","Pärnu county","Purchase-sale contracts total","Number of contracts",801
"2007","1st quarter","Pärnu county","Purchase-sale contracts total","Value of contracts, thousand euros",46565.1
"2007","1st quarter","Pärnu county","Purchase-sale contracts of real estate","Number of contracts",800
"2007","1st quarter","Pärnu county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",46558.7
"2007","1st quarter","Pärnu county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",249
"2007","1st quarter","Pärnu county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",11293.1
"2007","1st quarter","Pärnu county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",109
"2007","1st quarter","Pärnu county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",7469.4
"2007","1st quarter","Pärnu county","..purchase-sale contracts of ownership of dwellings","Number of contracts",409
"2007","1st quarter","Pärnu county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",21980.4
"2007","1st quarter","Pärnu county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",33
"2007","1st quarter","Pärnu county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",5815.8
"2007","1st quarter","Pärnu county","Purchase-sale contracts of right of superficies","Number of contracts",1
"2007","1st quarter","Pärnu county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",6.4
"2007","1st quarter","Pärnu county","Purchase-sale contracts of movable assets**","Number of contracts",NA
"2007","1st quarter","Pärnu county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",NA
"2007","1st quarter","Pärnu county","..purchase-sale contracts of residential buildings**","Number of contracts",NA
"2007","1st quarter","Pärnu county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Pärnu county","..purchase-sale contracts of dwellings**","Number of contracts",NA
"2007","1st quarter","Pärnu county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Pärnu county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",NA
"2007","1st quarter","Pärnu county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",NA
"2007","1st quarter","Rapla county","Purchase-sale contracts total","Number of contracts",264
"2007","1st quarter","Rapla county","Purchase-sale contracts total","Value of contracts, thousand euros",7770.6
"2007","1st quarter","Rapla county","Purchase-sale contracts of real estate","Number of contracts",264
"2007","1st quarter","Rapla county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",7770.6
"2007","1st quarter","Rapla county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",117
"2007","1st quarter","Rapla county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",2434.2
"2007","1st quarter","Rapla county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",34
"2007","1st quarter","Rapla county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",1648.1
"2007","1st quarter","Rapla county","..purchase-sale contracts of ownership of dwellings","Number of contracts",82
"2007","1st quarter","Rapla county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",3320
"2007","1st quarter","Rapla county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",31
"2007","1st quarter","Rapla county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",368.3
"2007","1st quarter","Rapla county","Purchase-sale contracts of right of superficies","Number of contracts",0
"2007","1st quarter","Rapla county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",0
"2007","1st quarter","Rapla county","Purchase-sale contracts of movable assets**","Number of contracts",NA
"2007","1st quarter","Rapla county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",NA
"2007","1st quarter","Rapla county","..purchase-sale contracts of residential buildings**","Number of contracts",NA
"2007","1st quarter","Rapla county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Rapla county","..purchase-sale contracts of dwellings**","Number of contracts",NA
"2007","1st quarter","Rapla county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Rapla county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",NA
"2007","1st quarter","Rapla county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",NA
"2007","1st quarter","Saare county","Purchase-sale contracts total","Number of contracts",320
"2007","1st quarter","Saare county","Purchase-sale contracts total","Value of contracts, thousand euros",10286.5
"2007","1st quarter","Saare county","Purchase-sale contracts of real estate","Number of contracts",318
"2007","1st quarter","Saare county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",10276.8
"2007","1st quarter","Saare county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",169
"2007","1st quarter","Saare county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",3733.2
"2007","1st quarter","Saare county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",43
"2007","1st quarter","Saare county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",2041
"2007","1st quarter","Saare county","..purchase-sale contracts of ownership of dwellings","Number of contracts",90
"2007","1st quarter","Saare county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",3569.7
"2007","1st quarter","Saare county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",16
"2007","1st quarter","Saare county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",932.9
"2007","1st quarter","Saare county","Purchase-sale contracts of right of superficies","Number of contracts",2
"2007","1st quarter","Saare county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",9.7
"2007","1st quarter","Saare county","Purchase-sale contracts of movable assets**","Number of contracts",NA
"2007","1st quarter","Saare county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",NA
"2007","1st quarter","Saare county","..purchase-sale contracts of residential buildings**","Number of contracts",NA
"2007","1st quarter","Saare county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Saare county","..purchase-sale contracts of dwellings**","Number of contracts",NA
"2007","1st quarter","Saare county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Saare county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",NA
"2007","1st quarter","Saare county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",NA
"2007","1st quarter","Tartu county","Purchase-sale contracts total","Number of contracts",1368
"2007","1st quarter","Tartu county","Purchase-sale contracts total","Value of contracts, thousand euros",105284.3
"2007","1st quarter","Tartu county","Purchase-sale contracts of real estate","Number of contracts",1362
"2007","1st quarter","Tartu county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",104880.5
"2007","1st quarter","Tartu county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",287
"2007","1st quarter","Tartu county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",21420.1
"2007","1st quarter","Tartu county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",186
"2007","1st quarter","Tartu county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",17782.2
"2007","1st quarter","Tartu county","..purchase-sale contracts of ownership of dwellings","Number of contracts",812
"2007","1st quarter","Tartu county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",48663.9
"2007","1st quarter","Tartu county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",77
"2007","1st quarter","Tartu county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",17014.3
"2007","1st quarter","Tartu county","Purchase-sale contracts of right of superficies","Number of contracts",6
"2007","1st quarter","Tartu county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",403.8
"2007","1st quarter","Tartu county","Purchase-sale contracts of movable assets**","Number of contracts",NA
"2007","1st quarter","Tartu county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",NA
"2007","1st quarter","Tartu county","..purchase-sale contracts of residential buildings**","Number of contracts",NA
"2007","1st quarter","Tartu county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Tartu county","..purchase-sale contracts of dwellings**","Number of contracts",NA
"2007","1st quarter","Tartu county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Tartu county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",NA
"2007","1st quarter","Tartu county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",NA
"2007","1st quarter","Valga county","Purchase-sale contracts total","Number of contracts",299
"2007","1st quarter","Valga county","Purchase-sale contracts total","Value of contracts, thousand euros",8740.6
"2007","1st quarter","Valga county","Purchase-sale contracts of real estate","Number of contracts",299
"2007","1st quarter","Valga county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",8740.6
"2007","1st quarter","Valga county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",123
"2007","1st quarter","Valga county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",3852
"2007","1st quarter","Valga county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",64
"2007","1st quarter","Valga county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",2351.2
"2007","1st quarter","Valga county","..purchase-sale contracts of ownership of dwellings","Number of contracts",92
"2007","1st quarter","Valga county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",1239
"2007","1st quarter","Valga county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",20
"2007","1st quarter","Valga county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",1298.4
"2007","1st quarter","Valga county","Purchase-sale contracts of right of superficies","Number of contracts",0
"2007","1st quarter","Valga county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",0
"2007","1st quarter","Valga county","Purchase-sale contracts of movable assets**","Number of contracts",NA
"2007","1st quarter","Valga county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",NA
"2007","1st quarter","Valga county","..purchase-sale contracts of residential buildings**","Number of contracts",NA
"2007","1st quarter","Valga county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Valga county","..purchase-sale contracts of dwellings**","Number of contracts",NA
"2007","1st quarter","Valga county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Valga county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",NA
"2007","1st quarter","Valga county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",NA
"2007","1st quarter","Viljandi county","Purchase-sale contracts total","Number of contracts",357
"2007","1st quarter","Viljandi county","Purchase-sale contracts total","Value of contracts, thousand euros",10575.2
"2007","1st quarter","Viljandi county","Purchase-sale contracts of real estate","Number of contracts",356
"2007","1st quarter","Viljandi county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",10563.7
"2007","1st quarter","Viljandi county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",92
"2007","1st quarter","Viljandi county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",2157.5
"2007","1st quarter","Viljandi county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",104
"2007","1st quarter","Viljandi county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",3620.3
"2007","1st quarter","Viljandi county","..purchase-sale contracts of ownership of dwellings","Number of contracts",144
"2007","1st quarter","Viljandi county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",3487
"2007","1st quarter","Viljandi county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",16
"2007","1st quarter","Viljandi county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",1299
"2007","1st quarter","Viljandi county","Purchase-sale contracts of right of superficies","Number of contracts",1
"2007","1st quarter","Viljandi county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",11.5
"2007","1st quarter","Viljandi county","Purchase-sale contracts of movable assets**","Number of contracts",NA
"2007","1st quarter","Viljandi county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",NA
"2007","1st quarter","Viljandi county","..purchase-sale contracts of residential buildings**","Number of contracts",NA
"2007","1st quarter","Viljandi county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Viljandi county","..purchase-sale contracts of dwellings**","Number of contracts",NA
"2007","1st quarter","Viljandi county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Viljandi county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",NA
"2007","1st quarter","Viljandi county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",NA
"2007","1st quarter","Võru county","Purchase-sale contracts total","Number of contracts",342
"2007","1st quarter","Võru county","Purchase-sale contracts total","Value of contracts, thousand euros",10713.2
"2007","1st quarter","Võru county","Purchase-sale contracts of real estate","Number of contracts",342
"2007","1st quarter","Võru county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",10713.2
"2007","1st quarter","Võru county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",158
"2007","1st quarter","Võru county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",3723.5
"2007","1st quarter","Võru county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",48
"2007","1st quarter","Võru county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",1686.9
"2007","1st quarter","Võru county","..purchase-sale contracts of ownership of dwellings","Number of contracts",87
"2007","1st quarter","Võru county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",2289.2
"2007","1st quarter","Võru county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",49
"2007","1st quarter","Võru county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",3013.6
"2007","1st quarter","Võru county","Purchase-sale contracts of right of superficies","Number of contracts",0
"2007","1st quarter","Võru county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",0
"2007","1st quarter","Võru county","Purchase-sale contracts of movable assets**","Number of contracts",NA
"2007","1st quarter","Võru county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",NA
"2007","1st quarter","Võru county","..purchase-sale contracts of residential buildings**","Number of contracts",NA
"2007","1st quarter","Võru county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Võru county","..purchase-sale contracts of dwellings**","Number of contracts",NA
"2007","1st quarter","Võru county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",NA
"2007","1st quarter","Võru county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",NA
"2007","1st quarter","Võru county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Whole country","Purchase-sale contracts total","Number of contracts",13750
"2007","2nd quarter","Whole country","Purchase-sale contracts total","Value of contracts, thousand euros",1084259.4
"2007","2nd quarter","Whole country","Purchase-sale contracts of real estate","Number of contracts",13644
"2007","2nd quarter","Whole country","Purchase-sale contracts of real estate","Value of contracts, thousand euros",1057651.7
"2007","2nd quarter","Whole country","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",3176
"2007","2nd quarter","Whole country","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",181519.2
"2007","2nd quarter","Whole country","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",1767
"2007","2nd quarter","Whole country","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",163351
"2007","2nd quarter","Whole country","..purchase-sale contracts of ownership of dwellings","Number of contracts",7838
"2007","2nd quarter","Whole country","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",480956.9
"2007","2nd quarter","Whole country","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",863
"2007","2nd quarter","Whole country","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",231824.5
"2007","2nd quarter","Whole country","Purchase-sale contracts of right of superficies","Number of contracts",106
"2007","2nd quarter","Whole country","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",26607.7
"2007","2nd quarter","Whole country","Purchase-sale contracts of movable assets**","Number of contracts",NA
"2007","2nd quarter","Whole country","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Whole country","..purchase-sale contracts of residential buildings**","Number of contracts",NA
"2007","2nd quarter","Whole country","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Whole country","..purchase-sale contracts of dwellings**","Number of contracts",NA
"2007","2nd quarter","Whole country","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Whole country","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",NA
"2007","2nd quarter","Whole country","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Harju county","Purchase-sale contracts total","Number of contracts",7445
"2007","2nd quarter","Harju county","Purchase-sale contracts total","Value of contracts, thousand euros",831749.5
"2007","2nd quarter","Harju county","Purchase-sale contracts of real estate","Number of contracts",7347
"2007","2nd quarter","Harju county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",805823.2
"2007","2nd quarter","Harju county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",1273
"2007","2nd quarter","Harju county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",127555.3
"2007","2nd quarter","Harju county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",667
"2007","2nd quarter","Harju county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",103696.6
"2007","2nd quarter","Harju county","..purchase-sale contracts of ownership of dwellings","Number of contracts",5009
"2007","2nd quarter","Harju county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",369416.3
"2007","2nd quarter","Harju county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",398
"2007","2nd quarter","Harju county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",205155
"2007","2nd quarter","Harju county","Purchase-sale contracts of right of superficies","Number of contracts",98
"2007","2nd quarter","Harju county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",25926.3
"2007","2nd quarter","Harju county","Purchase-sale contracts of movable assets**","Number of contracts",NA
"2007","2nd quarter","Harju county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Harju county","..purchase-sale contracts of residential buildings**","Number of contracts",NA
"2007","2nd quarter","Harju county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Harju county","..purchase-sale contracts of dwellings**","Number of contracts",NA
"2007","2nd quarter","Harju county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Harju county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",NA
"2007","2nd quarter","Harju county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",NA
